wheelchairaccess,polling_place_name,address,premises,entrancesdesc,lat,lon,state
Full wheelchair access,Macclesfield,"Venables Rd, MACCLESFIELD, 5153",Macclesfield Institute,,-35.173023,138.836913,SA
Full wheelchair access,Meadows,"Mawson Rd, MEADOWS, 5201",Meadows Primary School,,-35.18073,138.762168,SA
Full wheelchair access,Mylor,"220 Strathalbyn Rd, MYLOR, 5153",Mylor Primary School,,-35.040914,138.760299,SA
Assisted wheelchair access,Prospect Hill,"Cnr Morris & Harvey Rds, PROSPECT HILL, 5201",Prospect Hill War Memorial Hall,,-35.2181,138.733,SA
Full wheelchair access,Stirling,"51 Braeside Rd, STIRLING, 5152",Stirling East Primary School,,-35.0029,138.735,SA
Full wheelchair access,Stirling West,"22 Ayers Hill Rd, STIRLING, 5152",St Catherine's School,,-35.003498,138.708182,SA
Full wheelchair access,Strathalbyn,"High St, STRATHALBYN, 5255",Strathalbyn Town Hall,,-35.256039,138.893193,SA
Assisted wheelchair access,Upper Sturt,"118 Upper Sturt Rd, UPPER STURT, 5156",Upper Sturt Primary School,,-35.01891,138.68462,SA
Full wheelchair access,Woodchester,"1372 Callington Rd, WOODCHESTER, 5255",Richardson Hall,,-35.203918,138.967739,SA
Full wheelchair access,Aldinga Beach,"Cnr How and Quinliven Rd, ALDINGA BEACH, 5173",Galilee Catholic School,,-35.2683248,138.4715954,SA
Full wheelchair access,Aldinga Beach West,"Stewart Ave, ALDINGA BEACH, 5173",Aldinga Community Centre (Symonds Reserve Hall),,-35.273,138.455,SA
Full wheelchair access,Maslin Beach,"7 Parkway Dr, MASLIN BEACH, 5170",Maslin Beach Community Hall,,-35.224469,138.478734,SA
No wheelchair access,Port Noarlunga South,"39 Jane St, PORT NOARLUNGA SOUTH, 5167",Seaford K-7 School,Gymnasium,-35.175854,138.473068,SA
Assisted wheelchair access,Willaston,"Holmes St, WILLASTON, 5118",1st Gawler Scout Hall,,-34.5891,138.737,SA
Full wheelchair access,Elizabeth,"Elizabeth Way, ELIZABETH, 5112",Church of the Holy Cross,,-34.714863,138.672412,SA
Full wheelchair access,Morphett Vale Central,"105 Richards Dr, MORPHETT VALE, 5162",Wirreanda Secondary School,Gymnasium,-35.1284,138.533,SA
Full wheelchair access,Mount Barker,"2 Wellington Rd, MOUNT BARKER, 5251",Mount Barker High School,,-35.075401,138.857119,SA
Assisted wheelchair access,Munno Para,"99 Douglas Dr, MUNNO PARA, 5115",Mark Oliphant College,,-34.6759,138.68,SA
Full wheelchair access,Salisbury Park,"66 Goddard Dr, SALISBURY PARK, 5109",Salisbury Park Primary School,via Wildwood Dr,-34.7603,138.67,SA
Full wheelchair access,Beachport,"Golf Course Rd, BEACHPORT, 5280",Beachport Community Hall,,-37.475618,140.01118,SA
Full wheelchair access,Bordertown,"30 South Tce, BORDERTOWN, 5268",Bordertown High School,,-36.31303,140.7693,SA
Full wheelchair access,Coonalpyn,"Dukes Hwy, COONALPYN, 5265",Coonalpyn Community Hall,,-35.698121,139.859061,SA
Assisted wheelchair access,Coonawarra,"Helen Rd, COONAWARRA, 5263",Coonawarra Soldiers Memorial Hall,,-37.291501,140.83327,SA
No wheelchair access,Frances,"23 Barrett Rd, FRANCES, 5262",Frances Primary School,,-36.712667,140.958651,SA
Assisted wheelchair access,Furner,"North Tce, FURNER, 5280",Furner Community Hall,,-37.406445,140.338313,SA
No wheelchair access,Glencoe,"135 Kirrup Rd, GLENCOE, 5291",Glencoe Central Primary School,,-37.670243,140.595186,SA
Assisted wheelchair access,Kalangadoo,"48B Kangaroo Flat Rd, KALANGADOO, 5278",Kalangadoo Primary School,entry via Library door,-37.565,140.696,SA
Full wheelchair access,Keith,"Tolmer Tce, KEITH, 5267",Keith Area School,,-36.098617,140.351861,SA
Full wheelchair access,Kingston,"46 East Tce, KINGSTON SE, 5275",Kingston Community School,Gymnasium,-36.836455,139.856662,SA
Assisted wheelchair access,Lucindale,"14 Fairview Rd, LUCINDALE, 5272",Lucindale Area School,Gymnasium via main gate,-36.9655,140.37,SA
Full wheelchair access,Meningie,"2 Princes Hwy, MENINGIE, 5264",Meningie Uniting Church Hall,,-35.684372,139.340236,SA
Full wheelchair access,Millicent,"Second St, MILLICENT, 5280",Millicent North Primary School,,-37.59382,140.34481,SA
Full wheelchair access,Millicent South,"Bridges St, MILLICENT, 5280",Newbery Park Primary School,Gymnasium,-37.6086,140.362,SA
Assisted wheelchair access,Mount Burr,"Lot 51 Riddoch Ave, MOUNT BURR, 5279",Mount Burr Netball Club,via Pettman Tce,-37.541278,140.459257,SA
Full wheelchair access,Mundulla,"Cnr Hinge & Kennedy Sts, MUNDULLA, 5270",Mundulla Primary School,via Kennedy st,-36.357932,140.692619,SA
No wheelchair access,Nangwarry,"Whitford Cres, NANGWARRY, 5277",Nangwarry Primary School,Gymnasium,-37.54216,140.818034,SA
Full wheelchair access,Naracoorte,"95 Smith St, NARACOORTE, 5271",Naracoorte Town Hall,,-36.95565,140.74244,SA
Full wheelchair access,Naracoorte South,"Cedar Ave, NARACOORTE, 5271",Naracoorte South Primary School,,-36.973231,140.746032,SA
Full wheelchair access,Padthaway,"Vogelsang Rd, PADTHAWAY, 5271",Padthaway Primary School,,-36.593,140.497,SA
Assisted wheelchair access,Penola,"Riddoch St, PENOLA, 5277",Penola Primary School,,-37.380485,140.83357,SA
Full wheelchair access,Rendelsham,"Cnr Nilsson St and Julia Moore St, RENDELSHAM, 5280",Rendelsham Community Hall,,-37.551424,140.225323,SA
Full wheelchair access,Robe,"Union Street, ROBE, 5276",Robe Primary School,Gymnasium,-37.163526,139.760508,SA
Full wheelchair access,Southend,"Eliza St, SOUTHEND, 5280",Southend Community Club,,-37.567775,140.133652,SA
Full wheelchair access,Tantanoola,"Randall St, TANTANOOLA, 5280",Tantanoola Primary School,,-37.6986,140.454,SA
Full wheelchair access,Tintinara,"39-51 Becker Tce, TINTINARA, 5266",Tintinara Memorial Hall,,-35.884896,140.057898,SA
Full wheelchair access,Western Flat,"Bordertown-Naracoorte Rd, WESTERN FLAT, 5268",Western Flat Hall,,-36.523,140.75,SA
Assisted wheelchair access,Willalooka,"Riddoch Hwy, WILLALOOKA, 5267",Willalooka Hall,,-36.391618,140.35032,SA
Full wheelchair access,Wolseley,"Railway Tce N, WOLSELEY, 5269",Wolseley Community Club,,-36.365227,140.907105,SA
Assisted wheelchair access,Hackham,"72 Collins Pde, HACKHAM, 5163",Hackham East Primary School,,-35.1394,138.534,SA
Assisted wheelchair access,Hackham West,"50 Glynville Dr, HACKHAM WEST, 5163",Hackham West R-7 School,,-35.143426,138.516767,SA
No wheelchair access,Huntfield Heights,"78 Melsetter Rd, HUNTFIELD HEIGHTS, 5163",Huntfield Heights Primary School,,-35.153182,138.516542,SA
Assisted wheelchair access,McLaren Flat,"41-47 Main Rd, MCLAREN FLAT, 5171",McLaren Flat Soldiers Memorial Hall,,-35.206549,138.586837,SA
Assisted wheelchair access,McLaren Vale,"Caffrey St, MCLAREN VALE, 5171",McLaren Vale Primary School,,-35.212814,138.531514,SA
Assisted wheelchair access,Noarlunga Downs,"Canterbury Cres, NOARLUNGA DOWNS, 5168",Noarlunga Downs Primary School,,-35.15085,138.495837,SA
Assisted wheelchair access,Old Noarlunga,"23 Malpas St, OLD NOARLUNGA, 5168",Old Noarlunga Primary School,via Patapinda Rd,-35.18322,138.50101,SA
Assisted wheelchair access,Willunga,"7 Main Rd, WILLUNGA, 5172",Willunga Recreation Park (Show Hall),,-35.270791,138.554031,SA
Assisted wheelchair access,Woodcroft,"1-23 Investigator Dr, WOODCROFT, 5162",Woodcroft Primary School,Gymnasium,-35.10601,138.55622,SA
Full wheelchair access,Oaklands Park,"12 Dwyer Rd, OAKLANDS PARK, 5046",St Elizabeth Of Hungary Anglican Church,,-35.010678,138.542209,SA
Assisted wheelchair access,Reynella,"119-135 Sherrifs Rd, REYNELLA, 5161",Reynella South Primary School,,-35.10486,138.524156,SA
Full wheelchair access,Seaview Downs,"26-44 Ross St, SEAVIEW DOWNS, 5049",Seaview Downs Primary School,,-35.040721,138.535626,SA
Full wheelchair access,Sheidow Park,"21-43 Adams Rd, SHEIDOW PARK, 5158",Sheidow Park Primary School,,-35.07171,138.53124,SA
Full wheelchair access,Sheidow Park South,"10-22 Edward Beck Dr, SHEIDOW PARK, 5158",Woodend Primary School,,-35.0791,138.536,SA
Assisted wheelchair access,Athelstone South,"71 Stradbroke Rd, ATHELSTONE, 5076",Thorndon Park Primary School,,-34.884361,138.692006,SA
Assisted wheelchair access,Cudlee Creek,"4 Redden Rd, CUDLEE CREEK, 5232",Cudlee Creek Soldiers Memorial Hall,,-34.840164,138.816358,SA
Assisted wheelchair access,Highbury,"1000 Lower North East Rd, HIGHBURY, 5089",Turramurra Recreation Centre,,-34.853,138.701,SA
No wheelchair access,Montacute,"63 Institute Rd, MONTACUTE, 5134",Montacute Institute,,-34.891459,138.746289,SA
Full wheelchair access,Norton Summit,"15 Crescent Dr, NORTON SUMMIT, 5136",Norton Summit Primary School,,-34.927138,138.728575,SA
Assisted wheelchair access,Old Reynella,"55-63 Concord Dr, OLD REYNELLA, 5161",Reynella Primary School,,-35.100252,138.537225,SA
Assisted wheelchair access,Seacombe Heights,"78-124 Seacombe Rd, SEACOMBE HEIGHTS, 5047",Seaview High School,,-35.02983,138.545894,SA
Assisted wheelchair access,Nailsworth,"2 Balfour St, NAILSWORTH, 5083",Nailsworth Primary School,,-34.8825,138.604,SA
Assisted wheelchair access,Netley,"18 Comet Ave, NETLEY, 5037",Netley Kindergarten,,-34.954278,138.546985,SA
Full wheelchair access,Norwood,"53 George St, NORWOOD, 5067",Salvation Army,,-34.921807,138.636585,SA
Assisted wheelchair access,Paracombe,"383 Paracombe Rd, PARACOMBE, 5132",Paracombe Hall,,-34.84861644,138.7834312,SA
Full wheelchair access,Paradise,"3 Campbell Rd, PARADISE, 5075",Charles Campbell College,Gymnasium,-34.875391,138.673329,SA
Full wheelchair access,Paradise East,"100 George St, PARADISE, 5075",Paradise Primary School,,-34.869982,138.685245,SA
Assisted wheelchair access,Rostrevor,"73 Koonga Ave, ROSTREVOR, 5073",Stradbroke Primary School,,-34.89392,138.6851,SA
Assisted wheelchair access,Rostrevor South,"Morialta Rd West, ROSTREVOR, 5073",Norwood Morialta Middle School,via Moules Rd,-34.900836,138.677764,SA
Assisted wheelchair access,Glenelg,"19 High St, GLENELG, 5045",St Mary's Hall,,-34.981499,138.514908,SA
Assisted wheelchair access,Glenelg East,"48 Brighton Rd, GLENELG EAST, 5045",St Paul's Lutheran Church Hall,,-34.980827,138.520372,SA
Assisted wheelchair access,Glenelg East Central,"Diagonal Rd, GLENELG EAST, 5045",Glenelg Primary School,,-34.9852,138.522,SA
Full wheelchair access,Glenelg North,"Cnr Alison St & Kibby Ave, GLENELG NORTH, 5045",Glenelg North Community Centre,,-34.968999,138.522284,SA
Assisted wheelchair access,Glenelg South,"45 Hastings St, GLENELG SOUTH, 5045",St Martin's Church,,-34.9896,138.517,SA
Assisted wheelchair access,Glengowrie,"33 Butler Cres, GLENGOWRIE, 5044",Glengowrie Uniting Church,,-34.98337,138.52973,SA
Full wheelchair access,West Beach,"3 Woodhead St, WEST BEACH, 5024",West Beach Primary School,,-34.937499,138.509675,SA
Full wheelchair access,Carpenter Rocks,"Carpenter Rocks Rd, CARPENTER ROCKS, 5291",Carpenter Rocks Recreation Hall,,-37.9136,140.399,SA
Full wheelchair access,Compton,"13 Compton Hall Rd, SUTTONTOWN, 5291",Compton Primary School,School Library,-37.801145,140.728716,SA
Full wheelchair access,Glenburnie,"36 Kromelite Rd, GLENBURNIE, 5291",Glenburnie Primary School,,-37.840281,140.862951,SA
Assisted wheelchair access,Athelstone,"8A Brookside Rd, ATHELSTONE, 5076",Athelstone Primary School,,-34.8678,138.699,SA
Assisted wheelchair access,Old Reynella,"55-63 Concord Dr, OLD REYNELLA, 5161",Reynella Primary School,,-35.100252,138.537225,SA
Full wheelchair access,Ingle Farm North,"120 Maxwell Rd, INGLE FARM, 5098",Salvation Army Ingle Farm,,-34.815976,138.642086,SA
Assisted wheelchair access,Para Hills East,"12 Caroona Ave, PARA HILLS, 5096",East Para Primary School,,-34.817596,138.666963,SA
Full wheelchair access,Kongorong,"34 School Rd, KONGORONG, 5291",Kongorong Primary School,,-37.902386,140.562238,SA
Full wheelchair access,Moorak,"171 Yells Rd, MOORAK, 5291",Moorak Primary School,,-37.864439,140.736738,SA
Full wheelchair access,Mount Gambier East,"Boandik Tce, MOUNT GAMBIER, 5290",Melaleuca Park Primary School,Gymnasium,-37.8402,140.794,SA
Full wheelchair access,Mount Gambier North,"Heath St, MOUNT GAMBIER, 5290",Mount Gambier North Primary School,Gymnasium,-37.816935,140.775843,SA
Full wheelchair access,Mount Gambier Park,"57 North Tce, MOUNT GAMBIER, 5290",McDonald Park Primary School,,-37.826238,140.793552,SA
Full wheelchair access,Mount Gambier West,"Brownes Rd, MOUNT GAMBIER, 5290",Mount Gambier High School,Gymnasium,-37.825391,140.765858,SA
Full wheelchair access,Port MacDonnell,"Elizabeth St, PORT MACDONNELL, 5291",Port MacDonnell Senior Citizens Club,,-38.051395,140.69955,SA
Full wheelchair access,Suttontown,"Pine Hall Ave, SUTTONTOWN, 5291",Suttontown Primary School,Gymnasium,-37.79688,140.769729,SA
Full wheelchair access,Tarpeena,"Riddoch Hwy, TARPEENA, 5277",Tarpeena Community Hall,,-37.626675,140.79642,SA
Full wheelchair access,Yahl,"29 Yahl Hall Rd, YAHL, 5291",Yahl Hall,,-37.878805,140.831428,SA
Full wheelchair access,Craigmore,"2 Jamieson Rd, CRAIGMORE, 5114",Craigmore High School,,-34.690878,138.699873,SA
Full wheelchair access,Craigmore North,"216-220 Adams Rd, CRAIGMORE, 5114",Playford Primary School,,-34.6888,138.712,SA
No wheelchair access,Davoren Park,"Swallowcliffe Rd, DAVOREN PARK, 5113",Swallowcliffe School P-7,,-34.6971,138.663,SA
Full wheelchair access,Elizabeth Downs,"Heard St, ELIZABETH DOWNS, 5113",Elizabeth Downs Primary School,via carpark,-34.6995,138.694,SA
Assisted wheelchair access,Munno Para,"99 Douglas Dr, MUNNO PARA, 5115",Mark Oliphant College,,-34.66549,138.685501,SA
Assisted wheelchair access,Munno Para East,"Maltarra Rd, MUNNO PARA, 5115",Munno Para Primary School,,-34.66821,138.70089,SA
Full wheelchair access,One Tree Hill,"McGilp Rd, ONE TREE HILL, 5114",One Tree Hill Primary School,,-34.712751,138.766233,SA
Assisted wheelchair access,Morphettville,"Oaklands Rd, MORPHETTVILLE, 5043",Marion Leisure & Fitness Centre,,-34.9953,138.545,SA
Assisted wheelchair access,Para Hills East,"12 Caroona Ave, PARA HILLS, 5096",East Para Primary School,,-34.817596,138.666963,SA
Assisted wheelchair access,Parafield Gardens Central,"23 Shepherdson Rd, PARAFIELD GARDENS, 5107",Parafield Gardens R-7 School,,-34.7859,138.616,SA
Full wheelchair access,Smithfield,"1a Warooka Dr, SMITHFIELD, 5114",ECH Residential Care Centre,,-34.683359,138.688847,SA
Full wheelchair access,Smithfield Plains,"199 Peachey Rd, SMITHFIELD PLAINS, 5114",John Hartley School,,-34.680429,138.673034,SA
Full wheelchair access,Fairview Park,"Nepondi Ct, FAIRVIEW PARK, 5126",Fairview Park Primary School,,-34.798176,138.731349,SA
Full wheelchair access,Hope Valley East,"1 Payne St, HOPE VALLEY, 5090",Highbury Primary School,,-34.8481,138.70963,SA
Full wheelchair access,Houghton,"Lower North East Rd, HOUGHTON, 5131",Houghton Oval Clubrooms,,-34.828394,138.763403,SA
Full wheelchair access,Redwood Park,"2-10 Lokan St, REDWOOD PARK, 5097",Redwood Park Primary School,,-34.814693,138.701999,SA
Full wheelchair access,Ridgehaven,"479 Milne Rd, RIDGEHAVEN, 5097",Ridgehaven Primary School,,-34.817075,138.710634,SA
Full wheelchair access,St Agnes,"250 Smart Rd, ST AGNES, 5097",St Agnes Primary School,,-34.831352,138.71822,SA
Full wheelchair access,St Agnes West,"2 Saarinen Ave, ST AGNES, 5097",Ardtornish Primary School,,-34.8342,138.705,SA
Assisted wheelchair access,Surrey Downs,"16-24 Vine St, SURREY DOWNS, 5126",Surrey Downs Primary School,via Pringle Ave,-34.7998,138.713,SA
Full wheelchair access,Tea Tree Gully,"11/13 Neale St, TEA TREE GULLY, 5091",Tea Tree Gully Primary School,,-34.8221,138.727,SA
Assisted wheelchair access,Ingle Farm,"2 Belalie Rd, INGLE FARM, 5098",Ingle Farm Primary School,,-34.8268,138.642,SA
Full wheelchair access,Ingle Farm North,"120 Maxwell Rd, INGLE FARM, 5098",Salvation Army Ingle Farm,,-34.815976,138.642086,SA
Assisted wheelchair access,Para Hills East,"12 Caroona Ave, PARA HILLS, 5096",East Para Primary School,,-34.817596,138.666963,SA
Assisted wheelchair access,Para Hills West,"21 Balkara Rd, PARA HILLS WEST, 5096",Para Hills West Primary School,,-34.80065,138.652685,SA
Assisted wheelchair access,Para Vista,"240 Wright Rd, PARA VISTA, 5093",Valley View Secondary School,,-34.834909,138.656864,SA
Assisted wheelchair access,Pooraka,"11 South Tce, POORAKA, 5095",Pooraka Primary School,,-34.83318,138.61305,SA
Assisted wheelchair access,Pooraka North,"126 Henderson Ave, POORAKA, 5095",Pooraka Farm Community Centre Inc,,-34.823681,138.622604,SA
Full wheelchair access,Mount Gambier,"Bay Rd, MOUNT GAMBIER, 5290",Mount Gambier Christ Church Hall,,-37.831299,140.778992,SA
No wheelchair access,Parafield Gardens North-West,"42 Andrew Smith Dr, PARAFIELD GARDENS, 5107",The Pines Primary School,via Hemmings St,-34.77256,138.607083,SA
Assisted wheelchair access,Valley View,"2 Geoffrey Ave, VALLEY VIEW, 5093",Valley View Kindergarten,,-34.842748,138.654186,SA
Assisted wheelchair access,Walkley Heights,"1-5 Homestead Ave, WALKLEY HEIGHTS, 5098",Walkley Heights Child Care Centre,,-34.8369,138.641,SA
Assisted wheelchair access,Mawson Lakes,"Mawson Lakes Blvd, MAWSON LAKES, 5095",Mawson Lakes UNISA Sports Centre,,-34.8105,138.622,SA
Full wheelchair access,North Haven,"15 Tapping Cres, NORTH HAVEN, 5018",North Haven Primary School,via Sir Claude Gibb St,-34.790214,138.498014,SA
Full wheelchair access,Ottoway,"2A May Tce, OTTOWAY, 5013",Junction Community Centre,,-34.8513,138.52726,SA
Assisted wheelchair access,Parafield Gardens,"15 Bradman Rd, PARAFIELD GARDENS, 5107",Karrendi Primary School,via Blackie St,-34.7908,138.61827,SA
Full wheelchair access,Port Adelaide,"1 Mundy St, PORT ADELAIDE, 5015",TAFE SA Port Adelaide Campus,via carpark on Nile St,-34.8444,138.5,SA
Full wheelchair access,Taperoo,"49 Gedville Rd, TAPEROO, 5017",Ocean View College,,-34.804178,138.495251,SA
Full wheelchair access,Taperoo East,"433 Victoria Rd, TAPEROO, 5017",Our Lady of Visitation,,-34.805676,138.499517,SA
Assisted wheelchair access,Brahma Lodge,"20 Mortess St, BRAHMA LODGE, 5109",Brahma Lodge Primary School,,-34.7753,138.65,SA
Assisted wheelchair access,Parafield Gardens Central,"23 Shepherdson Rd, PARAFIELD GARDENS, 5107",Parafield Gardens R-7 School,,-34.7859,138.616,SA
No wheelchair access,Parafield Gardens North-West,"42 Andrew Smith Dr, PARAFIELD GARDENS, 5107",The Pines Primary School,via Hemmings St,-34.77256,138.607083,SA
Full wheelchair access,Banksia Park,"1-5 Cottenham Rd, BANKSIA PARK, 5091",Banksia Park School R-7,,-34.8083,138.727,SA
Assisted wheelchair access,Paralowie,"168-186 Whites Rd, PARALOWIE, 5108",Paralowie R-12 School,Activity Hall via Halba Cres or Careena Ave,-34.7535,138.622,SA
Assisted wheelchair access,Paralowie West,"23 Barassi St, PARALOWIE, 5108",Settlers Farm Campus,,-34.7566,138.595,SA
Assisted wheelchair access,Park Holme South,"1-37 Pildappa Ave, PARK HOLME, 5043",Ascot Park Primary School,Gymnasium,-34.9905,138.556,SA
Full wheelchair access,Piccadilly,"171 Piccadilly Rd, PICCADILLY, 5151",Piccadilly Community Hall,,-34.9822,138.726,SA
No wheelchair access,Plympton,"19 Owen St, PLYMPTON, 5038",Plympton Primary School,via Keily St,-34.960849,138.55683,SA
Assisted wheelchair access,Plympton West,"21A Errington St, PLYMPTON, 5038",Plympton International College,,-34.96232,138.54768,SA
Full wheelchair access,Port Noarlunga,"22 Gawler St, PORT NOARLUNGA south, 5167",The Arts Centre,,-35.144936,138.473288,SA
Assisted wheelchair access,Paralowie,"168-186 Whites Rd, PARALOWIE, 5108",Paralowie R-12 School,Activity Hall via Halba Cres or Careena Ave,-34.7535,138.622,SA
Assisted wheelchair access,Salisbury,"10 Compuda St, SALISBURY, 5108",Salisbury Primary School,Gymnasium via Harvey Ave,-34.7681,138.647,SA
Full wheelchair access,Salisbury Central,"16 Wiltshire St, SALISBURY, 5108",TAFE SA Salisbury Campus,,-34.7629,138.648,SA
Full wheelchair access,Salisbury Downs,"39 Paramount Rd, SALISBURY DOWNS, 5108",Salisbury Downs Primary School,,-34.7717,138.624,SA
Assisted wheelchair access,Salisbury North,"38 Bagster Rd, SALISBURY NORTH, 5108",Salisbury North R-7 School,,-34.7529,138.63447,SA
Assisted wheelchair access,Christie Downs East,"112 Elizabeth Rd, CHRISTIE DOWNS, 5164",Elizabeth House Positive Ageing Centre,,-35.1344,138.50298,SA
Assisted wheelchair access,Christies Beach,"46 Maturin Ave, CHRISTIES BEACH, 5165",Christies Beach Primary School,,-35.13752,138.478939,SA
Assisted wheelchair access,Christie Downs North,"25 Sunningdale Dr, CHRISTIE DOWNS, 5164",Lonsdale Heights Primary School,,-35.1251,138.502,SA
Assisted wheelchair access,Morphett Vale,"80 Flaxmill Rd, MORPHETT VALE, 5162",Flaxmill P-7 School,,-35.126899,138.518689,SA
Full wheelchair access,Morphett Vale Central,"105 Richards Dr, MORPHETT VALE, 5162",Wirreanda Secondary School,Gymnasium,-35.1284,138.533,SA
Assisted wheelchair access,Morphett Vale North,"65 Acre Ave, MORPHETT VALE, 5162",Wakefield House Positive Ageing Centre,,-35.110885,138.517051,SA
Assisted wheelchair access,Morphett Vale South,"51 Taylors Ave, MORPHETT VALE, 5162",Coorara Primary School,,-35.130778,138.541285,SA
Assisted wheelchair access,O'Sullivan Beach,"51 Galloway Rd, O'SULLIVAN BEACH, 5166",O'Sullivan Beach Primary School,,-35.125427,138.479463,SA
Assisted wheelchair access,Pimpala,"24 Vanstone Ave, MORPHETT VALE, 5162",Pimpala Primary School,Gymnasium,-35.113405,138.529454,SA
Full wheelchair access,Mawson Lakes North,"12-28 Garden Tce, MAWSON LAKES, 5095",Mawson Lakes School,,-34.808455,138.614421,SA
Assisted wheelchair access,Christie Downs,"33 Elizabeth Rd, CHRISTIE DOWNS, 5164",Christie Downs Primary School,,-35.132632,138.492677,SA
Assisted wheelchair access,Christies Beach North,"14 Winnerah Rd, CHRISTIES BEACH, 5165",St John the Apostle Parish School,,-35.1295,138.478,SA
Full wheelchair access,Prospect,"27 Gladstone Rd, PROSPECT, 5082",Prospect Primary School,via Olive St & Braund Rd,-34.8852,138.59,SA
Assisted wheelchair access,Prospect North,"30 Stuart Rd, PROSPECT, 5082",Prospect North Primary School,Gymnasium via Arthur St,-34.875259,138.597102,SA
Assisted wheelchair access,Eden Valley,"Cnr Murray St & Keyneton Rd, EDEN VALLEY, 5235",Eden Valley Lutheran Church Hall,,-34.6402,139.097,SA
Full wheelchair access,Forreston,"Main Rd, FORRESTON, 5233",Forreston Memorial Hall,,-34.797971,138.899083,SA
Assisted wheelchair access,Freeling,"Clark St, FREELING, 5372",Freeling Institute,,-34.454997,138.810138,SA
Assisted wheelchair access,Greenock,"Kapunda Rd, GREENOCK, 5360",Greenock Institute,,-34.45729,138.92706,SA
No wheelchair access,Kersbrook,"Bowden St, KERSBROOK, 5231",Kersbrook Primary School,,-34.782639,138.850101,SA
Assisted wheelchair access,Keyneton,"Henschke Rd, KEYNETON, 5353",Keyneton Primary School,via Moculta Rd,-34.5538,139.134,SA
Assisted wheelchair access,Lyndoch,"29 Barossa Valley Way, LYNDOCH, 5351",Lyndoch Institute,,-34.601338,138.890991,SA
Full wheelchair access,Mannum,"51 Adelaide Rd, MANNUM, 5238",Mannum Leisure Centre,,-34.914131,139.302551,SA
Assisted wheelchair access,Moculta,"Cnr Truro & Angaston Rds, MOCULTA, 5353",Moculta Soldiers Memorial Hall,,-34.471006,139.118047,SA
Assisted wheelchair access,Mount Pleasant,"Melrose St, MOUNT PLEASANT, 5235",Mount Pleasant Soldier's Memorial Hall,,-34.773105,139.050868,SA
Assisted wheelchair access,Nuriootpa,"Penrice Rd, NURIOOTPA, 5355",Nuriootpa High School,,-34.468461,138.998947,SA
Full wheelchair access,Palmer,"Randell St, PALMER, 5237",Collier Park Community Association,Located at Oval Complex ,-34.854075,139.161997,SA
Assisted wheelchair access,Sandy Creek,"Davies Rd, SANDY CREEK, 5350",Sandy Creek Primary School,,-34.609807,138.829924,SA
Assisted wheelchair access,Sedan,"Stott Highway, SEDAN, 5353",Sedan Hall,,-34.57306,139.298343,SA
Assisted wheelchair access,Springton,"Graetz Tce, SPRINGTON, 5235",Springton Public Hall,,-34.706676,139.090136,SA
Assisted wheelchair access,Stockwell,"Duckponds Rd, STOCKWELL, 5355",Stockwell Hall,,-34.434907,139.053506,SA
Assisted wheelchair access,Morphett Vale East,"143-173 Bains Rd, MORPHETT VALE, 5162",Woodcroft College,Primary School Hall,-35.1143,138.544,SA
Assisted wheelchair access,Angaston,"Washington St, ANGASTON, 5353",Angaston Town Hall,,-34.5023,139.046,SA
Full wheelchair access,Redwood Park,"2-10 Lokan St, REDWOOD PARK, 5097",Redwood Park Primary School,,-34.814693,138.701999,SA
Assisted wheelchair access,Reynella,"119-135 Sherrifs Rd, REYNELLA, 5161",Reynella South Primary School,,-35.10486,138.524156,SA
Full wheelchair access,Port Augusta Central,"9-39 Carlton Pde, PORT AUGUSTA, 5700",TAFE SA Port Augusta Campus,Student Lounge,-32.49441,137.7722,SA
Assisted wheelchair access,Port Augusta West,"54 Chinnery St, PORT AUGUSTA WEST, 5700",Flinders View Primary School,Gymnasium,-32.472415,137.753977,SA
Assisted wheelchair access,Port Germein,"High St, PORT GERMEIN, 5495",Port Germein District Hall,,-33.017352,138.001331,SA
Assisted wheelchair access,Robertstown,"32 Commercial St, ROBERTSTOWN, 5381",Robertstown Peace Hall,,-33.9897,139.083,SA
Assisted wheelchair access,Spalding,"Main St, SPALDING, 5454",Spalding Town Hall,,-33.498017,138.608035,SA
Assisted wheelchair access,Stirling North,"Beckman St, STIRLING NORTH, 5710",Stirling North Primary School,Gymnasium,-32.5131,137.837,SA
Assisted wheelchair access,Terowie,"Cnr Main & Besanko Sts, TEROWIE, 5421",Terowie Institute,,-33.149395,138.919796,SA
Assisted wheelchair access,Truro,"Moorundie St, TRURO, 5356",Truro Town Hall,,-34.4087,139.127,SA
Assisted wheelchair access,Willsden,"Cnr Elizabeth Tce & Roberts Cres, PORT AUGUSTA, 5700",Willsden Primary School,,-32.506375,137.77948,SA
Assisted wheelchair access,Wilmington,"22 Horrocks Hwy, WILMINGTON, 5485",Wilmington CWA Rooms,,-32.651739,138.099535,SA
Assisted wheelchair access,Wirrabara,"35 High St, WIRRABARA, 5481",Wirrabara Institute Hall,,-33.032823,138.268272,SA
Full wheelchair access,Andrews Farm,"42 President Ave, ANDREWS FARM, 5114",St Columba College,,-34.672219,138.666405,SA
Full wheelchair access,Burton,"49A Kensington Way, BURTON, 5110",Burton Primary School,via Brookfield Ave,-34.741597,138.596641,SA
No wheelchair access,Lake Windemere,"17 Uraidla Ave, SALISBURY NORTH, 5108",Lake Windemere B-7 School,,-34.739637,138.619781,SA
