StateCo,StateAb,DivName,DivId,DivCo,PPName,Status,PremisesName,Address1,Address2,Address3,Locality,AddrStateAb,Postcode,PPId,AdvPremisesName,AdvAddress,AdvLocality,AdvBoothLocation,AdvGateAccess,EntrancesDesc,Lat,Long,CCD,WheelchairAccess,OrdVoteEst,DecVoteEst,NoOrdIssuingOff,NoOfDecIssuingOff
"2","NSW","Bennelong","105","3","Eastwood","Current","Eastwood Public School","Rowe St","","","EASTWOOD","NSW","2122","642","Public School","Rowe St","EASTWOOD","","","Rowe St - 3 gates Rutledge St - driveway and path","-33.7928000","151.0780000","1149734","Assisted","2623","294","7","3"
"2","NSW","Bennelong","105","3","Eastwood Heights","Current","Eastwood Heights Public School","Lincoln St","","","EASTWOOD","NSW","2122","80","Eastwood Heights Public School","Lincoln St","EASTWOOD","","","Lincoln St - Gate and path","-33.7817000","151.0960000","1149728","Assisted","1577","60","4","1"
"2","NSW","Bennelong","105","3","Eastwood West","Current","Corrective Services Academy","66 Terry Rd","","","EASTWOOD","NSW","2122","643","Corrective Services Academy","66 Terry Rd","EASTWOOD","Conference Room","Lawson St","Lawson St - main gate","-33.7906000","151.0670000","1149735","None","1479","140","4","2"
"2","NSW","Bennelong","105","3","Epping","Current","Epping Church of Christ","31 Bridge St","","","EPPING","NSW","2121","83198","Church of Christ Hall","31 Bridge St","EPPING","","","Bridge St - Main Hall entry","-33.7745000","151.0790000","1149519","Assisted","1868","168","5","2"
"2","NSW","Bennelong","105","3","Epping East","Current","Epping Public School","Norfolk Rd","","","EPPING","NSW","2121","81","Public School","Norfolk Rd","EPPING","","","Pembroke St - 2 pedestrian gates","-33.7684080","151.0871472","1149535","Assisted","611","165","2","2"
"2","NSW","Bennelong","105","3","Epping Heights","Current","Epping Heights Public School","128 Kent St","","","EPPING","NSW","2121","645","Epping Heights Public School","128 Kent St","EPPING","","","Kent St - Pathway, driveway","-33.7628400","151.0737700","1149552","Assisted","2085","121","6","2"
"2","NSW","Bennelong","105","3","Epping North","Current","Epping North Public School","Boundary Rd","","","NORTH EPPING","NSW","2121","82","Epping North Public School","Boundary Rd","NORTH EPPING","","","Boundary Rd - 2 gates & 1 carpark","-33.7576000","151.0960000","1149541","Assisted","2256","74","6","1"
"2","NSW","Bennelong","105","3","Epping West","Current","Epping West Public School","96 Carlingford Rd","","","EPPING","NSW","2121","11927","Epping West Public School","96 Carlingford Rd","EPPING","","","Carlingford Rd - Gateway under overpass Ward St - Gate","-33.7728471","151.0684506","1149524","Assisted","1688","182","5","2"
"2","NSW","Bennelong","105","3","Ermington Central","Current","Rydalmere East Public School","41 Spurway St","","","ERMINGTON","NSW","2115","2252","Rydalmere East Public School","41 Spurway St  ","ERMINGTON","","","Spurway St - Gate Cnr Maling Ave - Gate with steps , gate with ramp","-33.8165270","151.0572843","1147710","Assisted","1817","313","5","3"
"2","NSW","Bennelong","105","3","Ermington West","Abolition","","","","","","","","0","","","","","","","","","0","","0","0","0","0"
"2","NSW","Bennelong","105","3","Ermington West (Bennelong)","Appointment","Ermington West Public School","Vignes St","","","ERMINGTON","NSW","2115","2253","Ermington West Public School","Vignes St","ERMINGTON","","","Vignes St - Double Gate Vignes St - Single Gate (disabled access","-33.8061000","151.0580000","1147748","Assisted","2122","194","6","2"
"2","NSW","Bennelong","105","3","Gladesville","Abolition","","","","","","","","0","","","","","","","","","0","","0","0","0","0"
"2","NSW","Bennelong","105","3","Gladesville (Bennelong)","Appointment","Gladesville Public School","178 Victoria Rd","","","GLADESVILLE","NSW","2111","84","Public School","178 Victoria Rd","GLADESVILLE","","","Victoria Rd - Gate Linsley St - Gate Orr St - Driveway","-33.8323301","151.1259218","1149817","Assisted","2612","394","7","4"
"2","NSW","Bennelong","105","3","Gladesville North","Current","Gladesville Sporties","181A Ryde Rd","","","GLADESVILLE","NSW","2111","87","Gladesville Sporties","Halcyon St  ","GLADESVILLE","","","","-33.8231800","151.1299270","1149829","Assisted","1136","91","4","1"
"2","NSW","Bennelong","105","3","Kent Road","Abolition","","","","","","","","0","","","","","","","","","0","","0","0","0","0"
"2","NSW","Bennelong","105","3","Macquarie Park","Current","Morling College","122 Herring Rd","","","MACQUARIE PARK","NSW","2113","98","Morling College","122 Herring Rd  ","MACQUARIE PARK","Dining Hall","","Herring rd - carpark entrance and path Saunders cl - pedest access via carpark","-33.7797606","151.1149218","1150020","Assisted","1416","271","4","3"
"2","NSW","Bennelong","105","3","Macquarie Park South","Appointment","Kent Road Public School","cnr Herring & Kent Rds","","","MARSFIELD","NSW","2122","92","Kent Road Public School","cnr Herring & Kent Rds","MARSFIELD","","","Kent Rd - Gate and driveway Herring Rd - Gate and driveway","-33.7864000","151.1090000","1150010","Assisted","2450","157","7","2"
"2","NSW","Bennelong","105","3","Marsfield","Current","Macquarie Anglican Church","100 Balaclava Rd","","","EASTWOOD","NSW","2122","83200","Macquarie Anglican Church","St Georges Church Hall 98 Balaclava ","EASTWOOD","","","","-33.7820040","151.0983580","1149727","Assisted","1233","126","4","2"
"2","NSW","Bennelong","105","3","Marsfield North","Current","Epping Boys High School","213 Vimiera Rd","","","MARSFIELD","NSW","2122","75","Epping Boys High School","213 Vimiera Rd","MARSFIELD","","","Vimiera Rd - Driveway and path Crimea Rd - Walkway steps","-33.7703911","151.0996223","1150012","Assisted","2428","210","7","2"
"2","NSW","Bennelong","105","3","Meadowbank","Current","Meadowbank TAFE College","See St","","","MEADOWBANK","NSW","2114","650","TAFE College","See St","MEADOWBANK","Cafeteria","","See St - gate and driveway Rhodes St - pathway Polling - Building P. Take lift to Cante en","-33.8148423","151.0924377","1150331","Assisted","1318","151","4","2"
"2","NSW","Bennelong","105","3","Melrose Park","Current","Melrose Park Public School","110 Wharf Rd","","","MELROSE PARK","NSW","2114","33928","Public School","110 Wharf Rd","MELROSE PARK","","","Wharf Rd - Gate/path Mary St - Gate/path Hope St - Gate/path","-33.8151000","151.0730000","1147730","Assisted","1636","139","5","2"
"2","NSW","Bennelong","105","3","Middle Ryde","Abolition","","","","","","","","0","","","","","","","","","0","","0","0","0","0"
"2","NSW","Bennelong","105","3","North Ryde","Appointment","Truscott Street Public School","Truscott St","","","NORTH RYDE","NSW","2113","107","Truscott Street Public School","Truscott St","NORTH RYDE","","Ryrie St","Ryrie St - gate Truscott St - gate","-33.7947000","151.1300000","1150117","Assisted","1676","89","5","1"
"2","NSW","Bennelong","105","3","North Ryde Central","Appointment","North Ryde Public School","154 Coxs Rd","","","NORTH RYDE","NSW","2113","106","Public School","154 Coxs Rd  ","NORTH RYDE","","","Coxs Rd - gate","-33.7939000","151.1200000","1150114","Assisted","2423","260","7","3"
"2","NSW","Bennelong","105","3","North Ryde Heights","Appointment","North Ryde Community Church","2 Cutler Pde","","","NORTH RYDE","NSW","2113","83575","North Ryde Community Church","2 Cutler Pde","NORTH RYDE","","","","-33.8005415","151.1309669","1150116","Assisted","638","121","2","2"
"2","NSW","Bennelong","105","3","Parkes Street","Abolition","","","","","","","","0","","","","","","","","","0","","0","0","0","0"
"2","NSW","Bennelong","105","3","Putney","Current","Putney Public School","193 Morrison Rd","","","PUTNEY","NSW","2112","102","Public School","193 Morrison Rd","PUTNEY","","","Morrison Rd - Driveway Parry St - Pathway","-33.8249000","151.1110000","1150239","Assisted","2819","241","8","3"
"2","NSW","Bennelong","105","3","Putney West","Appointment","Evangel Bible Church","17 Douglas St"," ","","PUTNEY","NSW","2112","83560","Evangel Bible Church","17 Douglas St","PUTNEY","","","Main entry rear of chruch","-33.8240000","151.1060000","1150231","None","753","121","2","2"
"2","NSW","Bennelong","105","3","Roselea","Current","Roselea Public School","549 North Rocks Rd","","","CARLINGFORD","NSW","2118","33926","Roselea Public School","549 North Rocks Rd  ","CARLINGFORD","","","North Rocks Rd - Driveway, pedest gate","-33.7654000","151.0530000","1147627","Assisted","2426","241","7","3"
"2","NSW","Bennelong","105","3","Ryde","Current","Australian Air League Building","Santa Rosa Park","64 Bridge Rd","","RYDE","NSW","2112","79","Australian Air League Building","64 Bridge Rd","RYDE","Building in Santa Rosa Park","","Main Entry Bridge Rd","-33.7943477","151.1093080","1150203","None","1632","88","5","1"
"2","NSW","Bennelong","105","3","Ryde Central","Appointment","St Annes Anglican Church","Cnr Church and Gowrie Sts","","","RYDE","NSW","2112","83199","St Annes Anglican Church","42 Church St","RYDE","","","Church St Little Church St","-33.8152450","151.1048290","1150213","Assisted","1588","223","4","2"
"2","NSW","Bennelong","105","3","Ryde East","Abolition","","","","","","","","0","","","","","","","","","0","","0","0","0","0"
"2","NSW","Bennelong","105","3","Ryde Heights","Current","Meadowbank Public School","Thistle St","","","RYDE","NSW","2112","655","Meadowbank Public School","Thistle St","RYDE","","","Thistle Street - main gate Gale St - level entry gate Belmore St - Gate","-33.8178000","151.0980000","1150255","Assisted","1784","220","5","2"
"2","NSW","Bennelong","105","3","Ryde North","Abolition","","","","","","","","0","","","","","","","","","0","","0","0","0","0"
"2","NSW","Bennelong","105","3","Ryde South","Current","Royal Rehab","Clive Austin Conference Centre","Susan Schardt Way","","PUTNEY","NSW","2112","657","Royal Rehab","Clive Austin Conference Centre Susan","PUTNEY","","","Morrison Rd - driveway and path Susan Schardt Way - driveway and path Lardelli Drive - driveway and path","-33.8217896","151.1080114","1150225","Assisted","580","92","2","1"
"2","NSW","Bennelong","105","3","Sydney (Bennelong)","Appointment","Sydney Town Hall","George St","","","SYDNEY","NSW","2000","14017","Town Hall","George St","SYDNEY","","Sydney Town Hall Square","via Town Hall Square","-33.8730501","151.2064528","1133740","Assisted","189","0","0","0"
"2","NSW","Bennelong","105","3","Top Ryde","Current","Ryde Public School","Pope St","","","RYDE","NSW","2112","34349","Public School","Pope St","RYDE","","","Entrance to Polling Place - Main Door       lower school area Grounds Gate - Lower Tucker St         Gate - Argyle Ave car park","-33.8118000","151.1080000","1150257","Assisted","2109","305","6","3"
"2","NSW","Bennelong","105","3","Truscott","Abolition","","","","","","","","0","","","","","","","","","0","","0","0","0","0"
"2","NSW","Bennelong","105","3","West Ryde","Current","West Ryde Public School","6 Endeavour St","","","WEST RYDE","NSW","2114","661","Public School","6 Endeavour St","WEST RYDE","","","Endeavour St - Gate, driveway","-33.8087000","151.0850000","1150315","None","2475","241","7","3"
"2","NSW","Bennelong","105","3","West Ryde Central","Appointment","TAFE NSW - Northern Sydney Ins Ryde Campus","Parkes St","","","WEST RYDE","NSW","2114","8869","TAFE NSW - Northern Sydney Ins Ryde Campus","Parkes St","WEST RYDE","","","Parkes St - 2 Gates, pedestrian access           - Driveway","-33.8085000","151.1000000","1150309","Assisted","1068","102","3","1"
"2","NSW","Berowra","106","4","Annangrove","Current","Annangrove Public School","185 Annangrove Rd","","","ANNANGROVE","NSW","2156","1822","Public School","185 Annangrove Rd","ANNANGROVE","","","Annangrove Rd - Main pedestrian gate","-33.6687322","150.9522275","1129753","Assisted","1234","321","4","3"
"2","NSW","Berowra","106","4","Arcadia","Current","Arcadia Public School","140 Arcadia Rd","","","ARCADIA","NSW","2159","1823","Public School","140 Arcadia Rd","ARCADIA","","","Arcadia Rd - Gate Blacks Rd - Gate","-33.6231223","151.0520461","1129808","None","936","82","3","1"
"2","NSW","Berowra","106","4","Asquith (Berowra)","Current","Asquith Public School","Dudley St","","","ASQUITH","NSW","2077","43686","Public School","Dudley St","ASQUITH","","","Dudley St - Gate abd oatg","-33.6855000","151.1120000","1140324","Assisted","751","0","2","0"
"2","NSW","Berowra","106","4","Beecroft","Current","Beecroft Public School","90-98 Beecroft Rd","","","BEECROFT","NSW","2119","632","Public School","90-98 Beecroft Rd","BEECROFT","","Mary St","Mary St - Gate, path and driveway","-33.7523233","151.0651663","1149630","Assisted","1873","241","5","3"
"2","NSW","Berowra","106","4","Beecroft North","Appointment","Saint John's Anglican Church","9 Chapman Ave","","","BEECROFT","NSW","2119","83580","Saint John's Anglican Church","9 Chapman Ave","BEECROFT","","","","-33.7479148","151.0638901","1149628","None","891","121","3","2"
"2","NSW","Berowra","106","4","Berowra","Current","Berowra Public School","Hillcrest Rd","","","BEROWRA","NSW","2081","117","Public School","Hillcrest Rd","BEROWRA","","","Berowra Waters Rd - Gate Hillcrest Rd - 3 Gates and pathways","-33.6181000","151.1470000","1140415","Assisted","1901","141","5","2"
"2","NSW","Berowra","106","4","Berowra Heights","Current","Wideview Public School","Wideview Rd","","","BEROWRA HEIGHTS","NSW","2082","118","Wideview Public School","Wideview Rd","BEROWRA HEIGHTS","","","Wideview Rd - Gate and path/drivewa Lonsdale St - gate and path","-33.6094008","151.1427318","1140426","None","1918","71","5","1"
"2","NSW","Berowra","106","4","Brooklyn","Current","Brooklyn Public School","106 Brooklyn Rd","","","BROOKLYN","NSW","2083","120","Public School","106 Brooklyn Rd","BROOKLYN","","","Brooklyn Rd - Gate Cowan St - gate Ross St - gate","-33.5481300","151.2153800","1140414","Assisted","553","114","2","1"
"2","NSW","Berowra","106","4","Carlingford Heights","Appointment","Murray Farm Public School","Tracey Ave","","","CARLINGFORD","NSW","2118","1850","Murray Farm Public School","Tracey Ave","CARLINGFORD","","","Tracey Ave - Gate, path driveway Dryden Ave - Gate, Path","-33.7658000","151.0390000","1147645","Assisted","2387","241","6","3"
"2","NSW","Berowra","106","4","Castle Hill North (Berowra)","Appointment","Samuel Gilbert Public School","cnr Ridgecrop Dr & Gilbert Rd","","","CASTLE HILL","NSW","2154","56586","Samuel Gilbert Public School","cnr Ridgecrop Dr & Gilbert Rd","CASTLE HILL","","","Ridgecrop Dr pedestrian gate","-33.7142000","150.9930000","1129229","Assisted","579","0","2","0"
"2","NSW","Berowra","106","4","Cheltenham","Current","Cheltenham Girls High School","175 Beecroft Rd","","","CHELTENHAM","NSW","2119","637","Girls High School","175 Beecroft Rd  ","CHELTENHAM","","The Promenade","The Promenade - Gate, driveway and path","-33.7578000","151.0740000","1149631","Assisted","1369","94","4","1"
"2","NSW","Berowra","106","4","Cherrybrook","Current","Cherrybrook Public School","131 New Line Rd","","","CHERRYBROOK","NSW","2126","11928","Public School","131 New Line Rd","CHERRYBROOK","","","New Line Rd - gate and driveway All Saints Cl - laneway","-33.7314000","151.0420000","1129307","Assisted","2410","128","7","2"
"2","NSW","Berowra","106","4","Cherrybrook Central","Current","Cherrybrook Girl Guides Hall","cnr Shepherds Dr & Macquarie Dr","","","CHERRYBROOK","NSW","2126","34004","Girl Guides Hall","cnr Shepherds Dr & Macquarie Dr","CHERRYBROOK","","","open walk way from Shepherds Dr or Macqu arie Dr","-33.7205638","151.0459716","1129317","Assisted","1781","90","5","1"
"2","NSW","Berowra","106","4","Cherrybrook North","Current","Cherrybrook Technology High School","28-44 Purchase Rd","","","CHERRYBROOK","NSW","2126","1852","Technology High School","28-44 Purchase Rd","CHERRYBROOK","","","Purchase Road - Gate and pathway","-33.7190356","151.0376017","1129341","Assisted","2447","121","7","2"
"2","NSW","Berowra","106","4","Cherrybrook South","Current","West Pennant Hills Scout Hall","Wilga St","","","WEST PENNANT HILLS","NSW","2125","11929","West Pennant Hills Scout Hall","Wilga St","WEST PENNANT HILLS","","","Wilga St - Pathway","-33.7382005","151.0503745","1149619","None","1275","73","4","1"
