division,polling_place_name,address,extra_info,lon,lat,state
"MACKAY, WHITSUNDAY",Glenella,"Glenella State School, School Hall, 35 - 55 Hill End Road, GLENELLA",Full Wheelchair Access,149.148653,-21.120654,QLD
SCENIC RIM,Beaudesert,"St Mary's Primary School, Bromelton Street, BEAUDESERT",Full Wheelchair Access,152.991842,-27.990638,QLD
"MERMAID BEACH, MUDGEERABA, SURFERS PARADISE",Robina,"Robina State School, Killarney Avenue (entry via Glen Eagles Dr), ROBINA",Full Wheelchair Access,153.40019,-28.071106,QLD
SCENIC RIM,Willowbank,"Girl Guides Hall, 21 Wellington Rise, WILLOWBANK",Full Wheelchair Access,152.677617,-27.661162,QLD
FERNY GROVE,Enoggera South,"St Johns Anglican Church Hall, 187 Wardell Street, ENOGGERA",Assisted Wheelchair Access,152.989759,-27.429502,QLD
GREENSLOPES,South Coorparoo,"Koala Lou Child Care, 402 Cavendish Road, COORPAROO",Assisted Wheelchair Access,153.064455,-27.507977,QLD
WHITSUNDAY,Farleigh,"Farleigh State School, Chidlow Street, FARLEIGH",,149.101848,-21.106447,QLD
ROCKHAMPTON,Gracemere East,"Gracemere Community Hall, Barry Street, Gracemere",Assisted Wheelchair Access,150.453987,-23.437577,QLD
CALLIDE,Mount Perry,"Perry Shire Hall, 66 Heusman Street, MOUNT PERRY",Full Wheelchair Access,151.640979,-25.174484,QLD
BUDERIM,Immanuel,"Immanuel Lutheran College, 126 Wises Road, BUDERIM",Assisted Wheelchair Access,153.081468,-26.67571,QLD
CONDAMINE,Nobby,"Nobby State School, 7 Davenport Street, NOBBY",Assisted Wheelchair Access,151.906216,-27.852393,QLD
"COOMERA, GAVEN, THEODORE",Oxenford,"Oxenford State School, Michigan Drive, OXENFORD",Full Wheelchair Access,153.303598,-27.900365,QLD
BURNETT,Yandaran,"Yandaran State School, School Lane, YANDARAN",Full Wheelchair Access,152.11222,-24.724599,QLD
BURDEKIN,Moranbah,"Moranbah East State School, 4 Williams Street, MORANBAH",Assisted Wheelchair Access,148.063989,-22.00513,QLD
BUNDABERG,Walkervale,"Walkervale State School, Water Street, BUNDABERG",Assisted Wheelchair Access,152.360177,-24.885777,QLD
"COOMERA, LOGAN, MACALISTER",Beenleigh,"Beenleigh Show Society Hall, James Street, BEENLEIGH",,153.197713,-27.720451,QLD
BUNDAMBA,Riverview,"Riverview Community Centre, 138 Old Ipswich Road, RIVERVIEW",Full Wheelchair Access,152.848417,-27.603142,QLD
"ALGESTER, WOODRIDGE",Yugumbir,"Yugumbir State School, Vansittart Road, REGENTS PARK",Full Wheelchair Access,153.049579,-27.67668,QLD
MULGRAVE,Yarrabah,"Yarrabah State School, Gribble Street, YARRABAH",Assisted Wheelchair Access,145.86477,-16.90524,QLD
ALGESTER,Watson Road,"Watson Road State School, 210 Watson Road, ACACIA RIDGE",Assisted Wheelchair Access,153.0182,-27.593082,QLD
"EVERTON, FERNY GROVE",Bunyaville,"Prince of Peace Lutheran College, 20 Rogers Parade, EVERTON HILLS",Assisted Wheelchair Access,152.97816,-27.391774,QLD
GLADSTONE,Ambrose,"Ambrose State School, 39 Gentle Annie Road, AMBROSE",,150.922106,-23.786866,QLD
GLASS HOUSE,Maleny,"Maleny State High School, 50 Bunya Street, MALENY",Full Wheelchair Access,152.858609,-26.76624,QLD
All Districts,Burleigh All-Districts Centre,"18 Park Avenue, BURLEIGH HEADS",Assisted Wheelchair Access,153.449564,-28.090141,QLD
LOCKYER,Stockyard Creek,"Public Hall, Stockyard Creek Road, STOCKYARD",Assisted Wheelchair Access,152.063495,-27.642321,QLD
CALLIDE,Eidsvold,"Eidsvold Community Hall, 54 Moreton Street, EIDSVOLD",Assisted Wheelchair Access,151.122415,-25.370019,QLD
WARREGO,Mungallala,"Mungallala State School, 24 Redford Street, MUNGALLALA",,147.54467,-26.444459,QLD
COOK,Laura,"Town Hall, 4 Terminus Street, LAURA",Full Wheelchair Access,144.445556,-15.55758,QLD
"CAPALABA, OODGEROO",Ormiston,"Ormiston State School, 82-110 Gordon Street, ORMISTON",Full Wheelchair Access,153.257797,-27.516969,QLD
COOK,Coen,"Coen Campus, Cape York Aboriginal Australian Academy, Peninsula Development Road, COEN",Assisted Wheelchair Access,143.198368,-13.945331,QLD
WARREGO,Dalby South,"Dalby South State School, Cnr Bunya & Hogan Streets, DALBY",Full Wheelchair Access,151.270369,-27.195731,QLD
CONDAMINE,Wellcamp,"Wellcamp State School Community Hall, 609 Drayton-Wellcamp Road, WELLCAMP",Assisted Wheelchair Access,151.850813,-27.554035,QLD
LYTTON,Hemmant,"Scout Hall, Doughboy Parade (cnr Boonoo Street), HEMMANT",Assisted Wheelchair Access,153.125,-27.449444,QLD
"ALGESTER, LOGAN",Boronia Heights,"Boronia Heights State School, 194 Middle Road, BORONIA HEIGHTS",Assisted Wheelchair Access,153.018678,-27.683804,QLD
"NUDGEE, STAFFORD",Kedron,"Kedron State School, Leckie Road, KEDRON",Full Wheelchair Access,153.035232,-27.406409,QLD
GYMPIE,Gympie City,"Senior Citizens Centre, Mellor Street, GYMPIE",Full Wheelchair Access,152.66733,-26.187825,QLD
TRAEGER,Barkly,"Barkly Highway State School, 3-17 Bougainville Street, MOUNT ISA",Full Wheelchair Access,139.489813,-20.70807,QLD
GREENSLOPES,St Matthews,"Anglican Church Hall, 889 Logan Road, HOLLAND PARK",Assisted Wheelchair Access,153.058154,-27.517084,QLD
CONDAMINE,Haden,"Haden State School, 1520 Haden-Crows Nest Road, HADEN",Assisted Wheelchair Access,151.889403,-27.223737,QLD
CURRUMBIN,Tallebudgera Valley,"Community Hall, 611 Tallebudgera Creek Road, TALLEBUDGERA VALLEY",Full Wheelchair Access,153.402357,-28.152121,QLD
"HINCHINBROOK, THURINGOWA",Rupertswood,"Progress Hall, Progress Road, RUPERTSWOOD",Assisted Wheelchair Access,146.60146,-19.328478,QLD
CURRUMBIN,Currumbin Valley,"Currumbin Valley State School, 1223 Currumbin Creek Road, CURRUMBIN VALLEY",Full Wheelchair Access,153.394488,-28.20663,QLD
BURDEKIN,Kalamia,"Kalamia State School, Lillesmere Road, AYR",Assisted Wheelchair Access,147.417684,-19.51876,QLD
"KURWONGBAH, PINE RIVERS",Lawnton,"Lawnton State School, Todds Road, LAWNTON",,152.974824,-27.281332,QLD
GREGORY,Blackall,"Court House, 139 Shamrock Street, Blackall",Full Wheelchair Access,145.460036,-24.422574,QLD
"CHATSWORTH, LYTTON",Tingalpa South,"Good Shepherd Lutheran Church Hall, 152 Belmont Road, TINGALPA",Assisted Wheelchair Access,153.128932,-27.482262,QLD
BURDEKIN,Collinsville,"Collinsville State School Parade Room, Hamilton Street, COLLINSVILLE",,147.84483,-20.547643,QLD
BURNETT,Rosedale,"Rosedale State School, 21 James Street, ROSEDALE",Full Wheelchair Access,151.915684,-24.623826,QLD
All Districts,Mackay All-Districts Centre,"Mackay Showgrounds, 500 Pavilion Lower Level, 24 Milton Street, Mackay",Full Wheelchair Access,149.175791,-21.144431,QLD
COOPER,Enoggera Terrace,"Boys' Brigade Hall, 80 Enoggera Terrace, RED HILL",Full Wheelchair Access,153.002627,-27.455784,QLD
"CONDAMINE, TOOWOOMBA NORTH, TOOWOOMBA SOUTH",Harristown,"Harristown State High School, 341 - 367 South Street, TOOWOOMBA",Assisted Wheelchair Access,151.933225,-27.573579,QLD
"CAPALABA, SPRINGWOOD",Coolnwynpin,"Coolnwynpin State School, Callaghan Way, CAPALABA",Assisted Wheelchair Access,153.204167,-27.547222,QLD
BUNDABERG,Bundaberg Central,"Rum City Silverband Hall, 89 Targo Street, BUNDABERG",,152.352883,-24.872245,QLD
"SPRINGWOOD, WATERFORD",Daisy Hill,"Daisy Hill State School, Daisy Hill Road, DAISY HILL",Assisted Wheelchair Access,153.152558,-27.642539,QLD
CHATSWORTH,Mayfield,"Mayfield State School, 37 Paget Street, CARINA",Assisted Wheelchair Access,153.092103,-27.48437,QLD
SCENIC RIM,Boonah,"Boonah State School, Park Street, BOONAH",Full Wheelchair Access,152.680286,-27.997487,QLD
"HERVEY BAY, MARYBOROUGH",Pialba,"Police Citizens Youth Club, O'Rourke Street, PIALBA",Full Wheelchair Access,152.836304,-25.286669,QLD
LOCKYER,Grantham,"Grantham State School, 15 Victor Street, GRANTHAM",,152.202149,-27.574111,QLD
MAIWAR,Fig Tree Pocket,"Fig Tree Pocket State School, Cubberla Street, FIG TREE POCKET",Assisted Wheelchair Access,152.965778,-27.52648,QLD
GYMPIE,Gympie South,"Gympie South State School, 50 Exhibition Road, GYMPIE",Full Wheelchair Access,152.645706,-26.199074,QLD
HILL,Silkwood,"Silkwood State School, 318 Silkwood-Japoon Road, SILKWOOD",Full Wheelchair Access,146.001118,-17.736378,QLD
CONDAMINE,Biddeston,"Biddeston State School, Toowoomba-Cecil Plains Road, BIDDESTON",Full Wheelchair Access,151.697526,-27.555045,QLD
BUDERIM,Mountain Creek,"Mountain Creek State School, Lady Musgrave Drive, MOUNTAIN CREEK",Full Wheelchair Access,153.10372,-26.691072,QLD
BUNDABERG,Millbank,"Bundaberg West Baptist Church Hall, 36 Avoca Street, BUNDABERG",,152.324275,-24.87706,QLD
BARRON RIVER,Yorkeys Knob,"Yorkeys Knob State School, Clinton Street, YORKEYS KNOB",Full Wheelchair Access,145.723171,-16.81438,QLD
"HINCHINBROOK, MUNDINGBURRA, THURINGOWA",Weir,"Weir State School, Ross River Road, KIRWAN",Assisted Wheelchair Access,146.734386,-19.315997,QLD
WARREGO,Mitchell,"Shire Hall, 2 - 6 Cambridge Street, MITCHELL",Full Wheelchair Access,147.978984,-26.486399,QLD
LYTTON,Wynnum,"Wynnum State School, 81 Boxgrove Avenue, WYNNUM",Assisted Wheelchair Access,153.161095,-27.440605,QLD
NANANGO,Wondai,"Memorial Town Hall, Cnr Mackenzie & Scott Streets, WONDAI",,151.873015,-26.318643,QLD
WARREGO,Cunnamulla,"Shire Hall, Cnr Stockyard & Jane Streets, CUNNAMULLA",Full Wheelchair Access,145.681758,-28.068061,QLD
"MERMAID BEACH, MUDGEERABA",Robina Town,"Robina State High School, Investigator Drive, ROBINA",Assisted Wheelchair Access,153.376348,-28.074783,QLD
GLASS HOUSE,Conondale,"Conondale State School, 1700 Maleny-Kenilworth Road, CONONDALE",Assisted Wheelchair Access,152.718689,-26.72907,QLD
BUDERIM,Buderim North,"Lakeshore Community Church of Christ Hall, 1 Lakeshore Avenue, BUDERIM",Full Wheelchair Access,153.063597,-26.666564,QLD
GLADSTONE,Yarwun,"Yarwun State School, 35 Butler Street, YARWUN",Full Wheelchair Access,151.125902,-23.847053,QLD
MIRANI,Mirani,"Mirani State School, Maud Street, MIRANI",Assisted Wheelchair Access,148.862375,-21.161521,QLD
"MAIWAR, MOGGILL",Indooroopilly West,"Indooroopilly State School, Russell Terrace (Cnr Moggill Road), INDOOROOPILLY",Assisted Wheelchair Access,152.965962,-27.499959,QLD
"STRETTON, TOOHEY",Runcorn Heights,"Runcorn Heights State School, 200 Nemies Road, RUNCORN HEIGHTS",Assisted Wheelchair Access,153.069978,-27.605124,QLD
"KURWONGBAH, MURRUMBA, PINE RIVERS",Petrie,"School of Arts Hall, Anzac Avenue, PETRIE",Full Wheelchair Access,152.979892,-27.268321,QLD
"BUNDAMBA, IPSWICH",Flinders View,"Cityhope Church, 332 Ripley Road, FLINDERS VIEW",Full Wheelchair Access,152.780557,-27.657759,QLD
MUDGEERABA,Bonogin,"Catholic Church Mudgeeraba, 2A Wallaby Drive, MUDGEERABA",Full Wheelchair Access,153.356127,-28.09775,QLD
MACALISTER,Carbrook,"Carbrook State School, Kruger Rd (Cnr Beenleigh-Redland Bay Road), CARBROOK",Assisted Wheelchair Access,153.235357,-27.678079,QLD
CLAYFIELD,Hamilton,"St Augustine's Anglican Church Hall, 56 Racecourse Road, HAMILTON",Assisted Wheelchair Access,153.064479,-27.436513,QLD
"GLASS HOUSE, MORAYFIELD, PUMICESTONE",Wamuran,"Community Hall, D'Aguilar Highway, WAMURAN",Assisted Wheelchair Access,152.864722,-27.040027,QLD
LOCKYER,Forest Hill,"Forest Hill State School, 11 Church Street, FOREST HILL",Assisted Wheelchair Access,152.354123,-27.590467,QLD
WHITSUNDAY,Seaforth,"Community Centre, Prince Charles Avenue, SEAFORTH",Full Wheelchair Access,148.966654,-20.902327,QLD
"BUNDABERG, BURNETT",Branyan,"Branyan Road State School, Branyan Drive, BUNDABERG",,152.293961,-24.892631,QLD
EVERTON,Everton Park North,"Everton Park State School, 1 Deakin Street, EVERTON PARK",Full Wheelchair Access,152.985826,-27.39827,QLD
LOCKYER,Gatton,"Gatton State School, 26 William Street, GATTON",Assisted Wheelchair Access,152.278592,-27.560145,QLD
"NUDGEE, STAFFORD",Chermside East,"Assembly of God Church Hall, Cnr Pfingst & Hamilton Roads, CHERMSIDE",Full Wheelchair Access,153.043155,-27.388157,QLD
"JORDAN, LOGAN",Teviot Road,"Greenbank Community Centre, 145 Teviot Road, GREENBANK",Full Wheelchair Access,152.983536,-27.730299,QLD
BURDEKIN,Cungulla,"Community Hall, Frank Randell Drive, CUNGULLA",Assisted Wheelchair Access,147.107325,-19.395976,QLD
"GREENSLOPES, MILLER",Marshall Road,"Marshall Road State School, Kurts Street, HOLLAND PARK WEST",Assisted Wheelchair Access,153.058407,-27.525568,QLD
NUDGEE,Banyo,"Anglican Church Hall, Froude Street, BANYO",Full Wheelchair Access,153.075798,-27.374721,QLD
"TOOWOOMBA NORTH, TOOWOOMBA SOUTH",Rangeville,"Rangeville State School, 32A High Street, TOOWOOMBA",Assisted Wheelchair Access,151.978673,-27.582993,QLD
MULGRAVE,Gordonvale,"Gordonvale State School Hall, 28 George Street, GORDONVALE",Full Wheelchair Access,145.784135,-17.090163,QLD
"EVERTON, FERNY GROVE",Arana,"Hills District PCYC, 135a Olearia Street West, EVERTON HILLS",Assisted Wheelchair Access,152.962512,-27.395851,QLD
BURDEKIN,Glenden,"Glenden State School, Gillham Terrace, GLENDEN",Assisted Wheelchair Access,148.116635,-21.353979,QLD
LOGAN,Logan Village,"Logan Village State School, North Street, LOGAN VILLAGE",Full Wheelchair Access,153.106573,-27.76451,QLD
SOUTHERN DOWNS,Wallangarra,"Wallangarra State School, 50 Callandoon Street, WALLANGARRA",,151.931069,-28.918302,QLD
NANANGO,Kumbia,"Kumbia State School, 22 Bell Street, KUMBIA",Full Wheelchair Access,151.651744,-26.693535,QLD
"REDLANDS, SPRINGWOOD",Mount Cotton,"Mount Cotton State School, Sanctuary Drive, MOUNT COTTON",Assisted Wheelchair Access,153.236748,-27.621693,QLD
COOK,Julatten,"Julatten State School, 1141 Euluma Creek Road, JULATTEN",Full Wheelchair Access,145.342711,-16.607581,QLD
CONDAMINE,Mount Tyson,"Mount Tyson State School, Main Street, MOUNT TYSON",Full Wheelchair Access,151.570199,-27.574387,QLD
MOGGILL,Bellbowrie,"Bellbowrie Community Church, 3077 Moggill Road, BELLBOWRIE",Full Wheelchair Access,152.888107,-27.550086,QLD
SOUTHERN DOWNS,Toobeah,"Kindergarten, Cnr Barwon Hwy & Minnel Rd, TOOBEAH",Full Wheelchair Access,149.872021,-28.414552,QLD
BURNETT,South Kolan,"Kolan South State School, 2297 Gin Gin Road, SOUTH KOLAN",Assisted Wheelchair Access,152.175847,-24.934404,QLD
SCENIC RIM,Beaudesert East,"Beaudesert State Primary School, 15-17 Tina Street (Entry via Eaglesfield St), Beaudesert",Full Wheelchair Access,153.003443,-27.988743,QLD
MANSFIELD,Mansfield,"Mansfield State School - Gym, 174 Ham Road, MANSFIELD",Assisted Wheelchair Access,153.106579,-27.542152,QLD
"GYMPIE, MARYBOROUGH",Tiaro,"Tiaro State School, Forgan Terrace, TIARO",Assisted Wheelchair Access,152.581092,-25.728337,QLD
CHATSWORTH,Carina Heights,"Salvation Army Hall, Cnr Gallipoli Road & Chataway Streets, CARINA HEIGHTS",Full Wheelchair Access,153.092897,-27.505652,QLD
COOK,Tamwoy Town,"Tagai State College Thursday Island Secondary Campus, 21 Alpin Road, TAMWOY TOWN",Full Wheelchair Access,142.213774,-10.577618,QLD
CAPALABA,Windemere Road,"Alexandra Hills State High School, Windemere Road, ALEXANDRA HILLS",Assisted Wheelchair Access,153.214329,-27.523136,QLD
"MILLER, MOUNT OMMANEY",Corinda,"St Joseph's Community Centre, 28 Clewley Street, CORINDA",Full Wheelchair Access,152.98264,-27.537697,QLD
HILL,Malanda,"Malanda State School, 24 Mary Street, MALANDA",Full Wheelchair Access,145.594736,-17.349409,QLD
"BURLEIGH, CURRUMBIN",Palm Beach North,"Palm Beach State School, Nineteenth Avenue, PALM BEACH",Assisted Wheelchair Access,153.463266,-28.109635,QLD
NANANGO,Murgon,"PCYC South Burnett, 40-42 Macalister Street, MURGON",Full Wheelchair Access,151.940047,-26.246002,QLD
TRAEGER,Townview,"Townview State School, Kookaburra Street, MOUNT ISA",Full Wheelchair Access,139.507763,-20.733318,QLD
TOWNSVILLE,Rosslea,"Corcoran Park Netball Association, 111 Queens Road, HERMIT PARK",Full Wheelchair Access,146.799762,-19.286841,QLD
"BUNDAMBA, JORDAN",Kruger,"Kruger State School Hall, Kruger Parade, BELLBIRD PARK",Full Wheelchair Access,152.875542,-27.628919,QLD
GLADSTONE,Gladstone South,"Gladstone South State School, 153 Toolooa Street, GLADSTONE",Assisted Wheelchair Access,151.269633,-23.861807,QLD
IPSWICH,North Booval,"Trinity Uniting Church Hall, 114 Jacaranda Street, NORTH BOOVAL",Assisted Wheelchair Access,152.78524,-27.607824,QLD
GYMPIE,Glenwood,"Glenwood State School, 13 Glenwood School Road, GLENWOOD",,152.603198,-25.949536,QLD
GREGORY,Jundah,"Jundah State School, 11 Garrick Street, JUNDAH",,143.062036,-24.831109,QLD
"MACALISTER, WATERFORD",Edens Landing,"Edens Landing State School, Jamie Nicolson Avenue, EDENS LANDING",Assisted Wheelchair Access,153.169899,-27.705783,QLD
MURRUMBA,Dakabin,"Dakabin State High School, Marsden Road, DAKABIN",Full Wheelchair Access,152.979727,-27.230229,QLD
GREGORY,Longreach High,"Longreach State High School, Jabiru Street, LONGREACH",,144.262526,-23.437616,QLD
WARREGO,Inglestone,"Community Centre, INGLESTONE",,150.050039,-27.590035,QLD
CLAYFIELD,Clayfield West,"Uniting Church Hall, 170 Bonney Avenue, CLAYFIELD",Full Wheelchair Access,153.047417,-27.418286,QLD
GREGORY,Emerald North,"Emerald North State School, Campbell Street, EMERALD",Full Wheelchair Access,148.164694,-23.51219,QLD
GREGORY,Ilfracombe,"Ilfracombe State School, 20 McMaster Drive, ILFRACOMBE",,144.50459,-23.489039,QLD
NICKLIN,Cooroy,"Noosa District High School, 2 Tulip Street, COOROY",Assisted Wheelchair Access,152.910166,-26.424796,QLD
TOOHEY,Macgregor,"Macgregor State High School, 29 Blackwattle Street, MACGREGOR",Full Wheelchair Access,153.076809,-27.565295,QLD
HILL,Mena Creek,"Mena Creek State School, Mena Creek Road, MENA CREEK",Assisted Wheelchair Access,145.955526,-17.654491,QLD
HILL,Mutchilba,"Mutchilba State School, 33 Marsterson Street, MUTCHILBA",Full Wheelchair Access,145.21111,-17.139621,QLD
"CLAYFIELD, STAFFORD",Stafford,"Stafford State School, 314 Stafford Road, STAFFORD",Assisted Wheelchair Access,153.017364,-27.411329,QLD
NANANGO,Coominya,"Coominya State School, 7 Cornhill Street, COOMINYA",Full Wheelchair Access,152.500491,-27.391669,QLD
"GLASS HOUSE, MORAYFIELD, PUMICESTONE",Caboolture,"Memorial Hall, 65 King Street, CABOOLTURE",Full Wheelchair Access,152.950147,-27.084411,QLD
BURNETT,Cordalba,"Cordalba State School, Cemetery Road, CORDALBA",Full Wheelchair Access,152.2121,-25.159172,QLD
WARREGO,Tara,"Tara Shire State College, 22 Binnie Street, TARA",Full Wheelchair Access,150.458695,-27.280308,QLD
MIRANI,Sarina,"St Lukes Anglican Hall, Broad Street, SARINA",Assisted Wheelchair Access,149.217719,-21.421761,QLD
ROCKHAMPTON,Allenstown,"Allenstown State School Assembly Hall, Caroline Street, ALLENSTOWN",Full Wheelchair Access,150.503684,-23.391609,QLD
STAFFORD,Chermside,"Wheller Gardens Settlement, 930 Gympie Road, CHERMSIDE",Full Wheelchair Access,153.027942,-27.383162,QLD
BURNETT,Elliott Heads,"Elliott Heads State School, 143 Breusch Road, ELLIOTT HEADS",Full Wheelchair Access,152.4756,-24.907593,QLD
IPSWICH WEST,Leichhardt School,"Leichhardt State School Hall, 72 Samford Road, LEICHHARDT",Full Wheelchair Access,152.736804,-27.624285,QLD
MACKAY,Canberra Street,"St Joseph's Primary School, 4 Canberra Street, NORTH MACKAY",Assisted Wheelchair Access,149.187008,-21.122801,QLD
WHITSUNDAY,Cannonvale Beach,"Cannonvale State School, 56 Coral Esplanade, Cannonvale",Full Wheelchair Access,148.700315,-20.275494,QLD
"COOPER, MAIWAR",Bardon,"St Joseph's Church Hall, 41 The Drive, BARDON",Assisted Wheelchair Access,152.980265,-27.458586,QLD
CALLIDE,Wowan,"Wowan State School, Don Street, WOWAN",Assisted Wheelchair Access,150.193732,-23.910483,QLD
"REDLANDS, SPRINGWOOD",Redland Bay,"Community Hall, Weinam Street, REDLAND BAY",Full Wheelchair Access,153.307428,-27.615938,QLD
"BUDERIM, KAWANA",Warana,"Life Church, 6 Kawana Island Boulevard, WARANA",Full Wheelchair Access,153.128722,-26.720711,QLD
TOOWOOMBA NORTH,The Range,"Fairholme College, 40 Wirra Wirra Street, TOOWOOMBA",Full Wheelchair Access,151.977814,-27.556268,QLD
IPSWICH,Glebe Road,"Community Kindergarten, 52 Glebe Road, NEWTOWN",Assisted Wheelchair Access,152.777287,-27.615798,QLD
"BUNDABERG, BURNETT",Thabeban,"Thabeban State School, 270 Goodwood Road, THABEBAN",Assisted Wheelchair Access,152.363929,-24.898378,QLD
"BURDEKIN, MUNDINGBURRA",Stuart,"Guppy's Early Childcare Centre, 353 Stuart Drive, STUART",,146.826296,-19.333577,QLD
"BUNDABERG, BURNETT",Bundaberg South,"Bundaberg South State School, Walla Street, BUNDABERG",Assisted Wheelchair Access,152.360856,-24.870659,QLD
TRAEGER,Charters Towers North,"Richmond Hill State School, Baker Street, CHARTERS TOWERS",Full Wheelchair Access,146.264241,-20.061888,QLD
BURNETT,Booyal,"Booyal Central State School, 31620 Bruce Highway, BOOYAL",Full Wheelchair Access,152.032861,-25.209598,QLD
OODGEROO,Point Lookout,"Point Lookout Community Hall, East Coast Road, POINT LOOKOUT",Assisted Wheelchair Access,153.520991,-27.426057,QLD
HERVEY BAY,Torquay,"Hervey Bay Senior Citizens Hall, Cnr Denman Camp Rd & Totness Street, TORQUAY",Assisted Wheelchair Access,152.861332,-25.288314,QLD
BARRON RIVER,Trinity Beach,"Trinity Beach State School, Wewak Street, TRINITY BEACH",Assisted Wheelchair Access,145.690062,-16.79464,QLD
KEPPEL,Keppel Sands,"Keppel Sands State School, 1325 Keppel Sands Road, KEPPEL SANDS",,150.78617,-23.327591,QLD
"INALA, MOUNT OMMANEY",Darra,"Darra State School, Scotts Road, DARRA",Full Wheelchair Access,152.953611,-27.570833,QLD
BUNDAMBA,Goodna,"St Francis Xavier School Hall, Church Street, GOODNA",Full Wheelchair Access,152.899545,-27.611394,QLD
"MUNDINGBURRA, THURINGOWA, TOWNSVILLE",Mundingburra,"Mundingburra State School, 77 Ross River Road, MUNDINGBURRA",Full Wheelchair Access,146.789592,-19.293993,QLD
MANSFIELD,Mt Gravatt East,"Mt Gravatt East State School, Cnr Newnham & Wecker Road, MANSFIELD",Assisted Wheelchair Access,153.09489,-27.533895,QLD
MIRANI,Dundula,"Dundula State School, 1 Main Street, BAKERS CREEK",,149.148948,-21.201682,QLD
GREGORY,Duaringa,"Duaringa State School, 1 Charlotte Street, DUARINGA",,149.66825,-23.716162,QLD
HILL,Mundoo,"Mundoo State School, 100 Cardier Road, WANGAN",,146.011573,-17.566726,QLD
WARREGO,Mungindi,"Hospital, 86-89 Barwon Street, Mungindi",Assisted Wheelchair Access,148.98705,-28.971207,QLD
INALA,Durack,"Durack State School, 69 Inala Avenue, INALA",Full Wheelchair Access,152.981862,-27.597052,QLD
"BURLEIGH, MUDGEERABA",Reedy Creek,"Kings Christian Centre, 68 Gemvale Road, REEDY CREEK",,153.395754,-28.096794,QLD
TRAEGER,Georgetown,"Georgetown State School, High Street, GEORGETOWN",Assisted Wheelchair Access,143.547133,-18.294563,QLD
NUDGEE,Virginia,"Virginia State School, Cnr Sandgate Road & Jefferis Street, VIRGINIA",Full Wheelchair Access,153.061521,-27.383492,QLD
CALLIDE,Brigalow,"Brigalow Hall, Warrego Highway, BRIGALOW",Full Wheelchair Access,150.789419,-26.843524,QLD
CLAYFIELD,Doomben,"Uniting Church Activities Centre, Cnr Jackson & Oxford Streets, HAMILTON",Full Wheelchair Access,153.073267,-27.432251,QLD
"BUNDAMBA, JORDAN",Augustine Heights,"St Augustine's College, St Augustines Drive, AUGUSTINE HEIGHTS",Assisted Wheelchair Access,152.887901,-27.658676,QLD
HINCHINBROOK,Victoria Estate,"Victoria Plantation State School, 244 Forrest Beach Road, VICTORIA ESTATE",Assisted Wheelchair Access,146.201785,-18.647475,QLD
PINE RIVERS,Samford Village,"Samford State School, School Road, SAMFORD",Assisted Wheelchair Access,152.881064,-27.376703,QLD
SOUTH BRISBANE,Dutton Park,"Dutton Park State School Hall, 112 Annerley Road, DUTTON PARK",Full Wheelchair Access,153.028811,-27.49393,QLD
TRAEGER,Cloncurry,"Cloncurry State School, Daintree Street, CLONCURRY",Assisted Wheelchair Access,140.505864,-20.703906,QLD
THURINGOWA,Rasmussen,"Rasmussen State School, 19 Allambie Lane, RASMUSSEN",Assisted Wheelchair Access,146.729246,-19.364788,QLD
GREGORY,Emerald Christian College,"Emerald  Christian College, 6373 Gregory Highway, Emerald",Full Wheelchair Access,148.170816,-23.553169,QLD
"IPSWICH, IPSWICH WEST",Brassall,"Ipswich State High School Hall, 1 Hunter Street, BRASSALL",Assisted Wheelchair Access,152.745293,-27.58923,QLD
LOCKYER,Kentville,"Kentville State School, Turpin Road, KENTVILLE",Full Wheelchair Access,152.42732,-27.479263,QLD
"CONDAMINE, TOOWOOMBA SOUTH",Glenvale,"Glenvale State School, 224 Glenvale Road, TOOWOOMBA",Assisted Wheelchair Access,151.903008,-27.563041,QLD
NANANGO,Mondure,"Community Hall, 12 McConnell Way, MONDURE",,151.774771,-26.181013,QLD
TOOWOOMBA NORTH,Highfields West,"Highfields State Secondary College, 10 O'Brien Road, Highfields",Assisted Wheelchair Access,151.951143,-27.447739,QLD
HERVEY BAY,Urangan West,"Sandy Straits State School, Robert Street, URANGAN",Full Wheelchair Access,152.876086,-25.30054,QLD
WARREGO,Kogan,"Kogan State School, Condamine Highway, KOGAN",,150.757758,-27.038348,QLD
"KEPPEL, ROCKHAMPTON",Lakes Creek,"Lakes Creek State School, Paterson Street, LAKES CREEK",Assisted Wheelchair Access,150.56031,-23.375458,QLD
COOPER,Petrie Terrace,"Petrie Terrace State School, 40 Moreton Street, PADDINGTON",Assisted Wheelchair Access,153.009814,-27.460222,QLD
NICKLIN,Burnside,"Burnside State High School, 52 Blaxland Road, BURNSIDE",,152.94709,-26.630542,QLD
NANANGO,Maidenwell,"Hall, Pool Street, MAIDENWELL",Assisted Wheelchair Access,151.798981,-26.847066,QLD
EVERTON,Albany Creek High,"Albany Creek State High School, 80 Old Northern Road (Cnr Albany Forest Drive), ALBANY CREEK",Full Wheelchair Access,152.969172,-27.355897,QLD
CALLIDE,Monto,"Monto State School, 3 Leichhardt Street, MONTO",Full Wheelchair Access,151.118381,-24.868109,QLD
ROCKHAMPTON,William Street,"The Cathedral College, 189 William Street, ALLENSTOWN",Assisted Wheelchair Access,150.506306,-23.386193,QLD
