state,polling_place_name,premises,division,address,lon,lat
VIC,Manifold Heights,Manifold Heights Primary School,Geelong District,"20 Strachan Avenue, Manifold Heights, 3218",144.3343845,-38.13639657
VIC,Moolap,Moolap Primary School,Bellarine District,"30 Wills Crescent, Moolap, 3224",144.4242868,-38.17098209
VIC,Mount Pleasant,Mount Pleasant Primary School,Buninyong District,"401 Cobden Street (access via Trethowan Street), Mount Pleasant, 3350",143.85815,-37.57794
VIC,Myrniong,Myrniong Primary School,Buninyong District,"Muddy Lane, Myrniong, 3341",144.34632,-37.61972
VIC,Newcomb,Newcomb Park Primary School,Geelong District,"7 Richard Street, Newcomb, 3219",144.3946602,-38.16500731
VIC,Newcomb South,Newcomb Secondary College,Geelong District,"81-85 Bellarine Highway, Newcomb, 3219",144.3940737,-38.16981195
VIC,Point Lonsdale,Point Lonsdale Primary School,Bellarine District,"22 Bowen Road, Point Lonsdale, 3225",144.6210246,-38.2736837
VIC,Surfside,Surfside Primary School,Bellarine District,"31-65 John Dory Drive, Ocean Grove, 3226",144.5417319,-38.26123952
VIC,Wallington,Wallington Primary School,Bellarine District,"610 Wallington Road (access via Orchard Crescent), Wallington, 3222",144.50651,-38.2178
VIC,Warrenheip,Warrenheip Primary School,Buninyong District,"93 Warrenheip Road, Warrenheip, 3352",143.9274998,-37.5741404
VIC,Alfredton West,Alfredton Primary School,"Wendouree District, Ripon District","89a Cuthberts Road, Alfredton, 3350",143.80174,-37.55497
VIC,Wendouree,Ballarat and Queens Grammar,Wendouree District,"201 Forest Street, Wendouree, 3355",143.8309216,-37.53800576
VIC,Ballarat North,Ballarat North Primary School,Wendouree District,"513 Landsborough Street (access via Walker Street), Ballarat North, 3350",143.8623497,-37.54133502
VIC,Bellbrae,Bellbrae Primary School,South Barwon District,"50 School Road, Bellbrae, 3228",144.263,-38.33364
VIC,Darley,Darley Primary School,Melton District,"21 Nelson Street, Darley, 3340",144.4372747,-37.6545019
VIC,Exford,Exford Primary School,Melton District,"Exford Road, Exford, 3338",144.5585563,-37.74440509
VIC,Wendouree North,Forest Street Primary School,Wendouree District,"400b Forest Street, Wendouree, 3355",143.835845,-37.522987
VIC,Grovedale Central,Grovedale Primary School,South Barwon District,"143 Bailey Street, Grovedale, 3216",144.3478888,-38.19755882
VIC,Highton,Highton Primary School,South Barwon District,"218 Roslyn Road, Highton, 3216",144.31708,-38.17216
VIC,Kurunjang,Kurunjang Secondary College,Melton District,"10 Kurunjang Drive, Kurunjang, 3337",144.5849681,-37.67229305
VIC,Lara Lake,Lara Lake Primary School,Lara District,"89 Forest Road South, Lara, 3212",144.3958659,-38.03046011
VIC,Mandama,Mandama Primary School,South Barwon District,"10 Corang Avenue, Grovedale, 3216",144.3280599,-38.19995056
VIC,Melton,Melton Primary School,Melton District,"Raleighs Road, Melton, 3337",144.58697,-37.680445
VIC,Melton South,Melton South Primary School,Melton District,"38-46 Exford Street (access via Morshead Street), Melton South, 3338",144.5751748,-37.70806665
VIC,Highton North,Montpellier Primary School,South Barwon District,"21-31 Lambhill Crescent, Highton, 3216",144.315746,-38.16670519
VIC,Mount Duneed,Mount Duneed Regional Primary  School,South Barwon District,"100 Williams Road, Mount Duneed, 3217",144.31961,-38.24102
VIC,Bell Park South,Nelson Park School,Lara District,"26 Libau Avenue, Bell Park, 3215",144.3377,-38.11424
VIC,Shannon,Newtown Primary School,Geelong District,"157 Aberdeen Street, Newtown, 3220",144.336658,-38.14578816
VIC,Norlane West,Northern Bay College - Peacock Campus,Lara District,"27-37 Peacock Avenue, Norlane, 3214",144.3425996,-38.08912718
VIC,Corio West,Northern Bay P-12 College - Goldsworthy Campus,Lara District,"3-25 Goldsworthy Road, Corio, 3214",144.3564294,-38.07846214
VIC,North Shore,Northern Bay P-12 College - Tallis Campus,Lara District,"57 Tallis Street, North Shore, 3214",144.3646013,-38.09029719
VIC,Oberon,Oberon Primary School,Geelong District,"28 Dorothy Avenue, Belmont, 3216",144.34199,-38.17944
VIC,Ballarat North West,Pleasant Street Primary School,Wendouree District,"Pleasant Street North, Ballarat, 3350",143.83872,-37.55706
VIC,Rollins,Rollins Primary School,Lara District,"Wolseley Grove (access via Ernest Street), Bell Post Hill, 3215",144.3266434,-38.1011403
VIC,Ballarat South West,Urquhart Park Primary School,Wendouree District,"49 Inkerman Street, Newington, 3350",143.83122,-37.56602
VIC,Ballan,Ballan Senior Citizens Centre,Buninyong District,"78 Steiglitz Street, Ballan, 3342",144.224287,-37.601145
VIC,Beacon Point,Beacon Point Kindergarten,Bellarine District,"49-55 Centaurus Avenue, Clifton Springs, 3222",144.5751718,-38.14866622
VIC,Bungaree,Bungaree Mechanics Institute,Buninyong District,"234 Bungaree-Wallace Road, Bungaree, 3352",143.9930458,-37.55851499
VIC,Cape Clear,Cape Clear Hall,Buninyong District,"Recreational Reserve Road, Cape Clear, 3351",143.6099505,-37.79218899
VIC,Drysdale,Drysdale Uniting Church Hall,Bellarine District,"Palmerston Street, Drysdale, 3222",144.5692218,-38.1735832
VIC,St Leonards,St Leonards Memorial Hall,Bellarine District,"Murradoc Road, St Leonards, 3223",144.714995,-38.172357
VIC,Dereel,Dereel Soldiers' Memorial Community Centre,Buninyong District,"Swamp Road, Dereel, 3325",143.752631,-37.819718
VIC,Elaine,Elaine Mechanics Institute,Buninyong District,"Pearson Street, Elaine, 3334",144.030727,-37.777098
VIC,Anakie,Anakie Community House,Lara District,"2115 Ballan Road, Anakie, 3221",144.255353,-37.912971
VIC,Bacchus Marsh,Bacchus Marsh Leisure Centre,"Melton District, Buninyong District","5/15 Labilliere Street, Bacchus Marsh, 3340",144.4319412,-37.68446736
VIC,Whittington,Bellarine Living & Learning Centre,Geelong District,"20 Worden Court (access via Solar Drive), Whittington, 3219",144.394696,-38.178503
VIC,Bisinella,Bisinella Community Centre,Lara District,"75 Buckingham Street, Lara, 3212",144.386927,-38.025771
VIC,Bulmans,Catholic Regional College Melton,Melton District,"109/141 Bulmans Road, Melton, 3337",144.5496721,-37.67761859
VIC,Waurn Ponds,Christian College Geelong,South Barwon District,"18 Burdekin Road (access via Thornhill Road), Highton, 3216",144.3107548,-38.18571741
VIC,Belmont West,Clairvaux Catholic School Hall,"Geelong District, South Barwon District","45 Reynolds Road, Highton, 3216",144.3249503,-38.18448111
VIC,Ballarat Central,Dana Street Primary School,Wendouree District,"401 Dana Street, Ballarat, 3350",143.85394,-37.56401
VIC,Thomson,East Geelong Senior Citizens Club,Geelong District,"2b Godfrey Street, Geelong East, 3219",144.3773907,-38.16540839
VIC,Geelong West,Geelong West Town Hall (Supper Room),Geelong District,"153a Pakington Street, Geelong West, 3218",144.3475125,-38.14086876
VIC,Gordon,Gordon Public Hall,Buninyong District,"68 Main Street, Gordon, 3345",144.103754,-37.580455
VIC,Grovedale East,Grovedale Uniting Church Hall,South Barwon District,"corner Reserve and Torquay Roads, Grovedale, 3216",144.340895,-38.205665
VIC,Haddon,Haddon Recreation Centre,Buninyong District,"396 Sago Hill Road, Haddon, 3351",143.7223079,-37.58814642
VIC,Corio,Hendy Street Hall (Corio Community Centre),Lara District,"26-28 Hendy Street, Corio, 3214",144.367401,-38.07200285
VIC,Kardinia Park,Kardinia Park Senior Citizens Club,Geelong District,"450 Moorabool Street, South Geelong, 3220",144.3544226,-38.16008494
VIC,Lara,Lara Community Centre,Lara District,"9-11 Waverley Road, Lara, 3212",144.4097965,-38.0219816
VIC,Lara Central,Lara Hall,Lara District,"1b Flinders Avenue, Lara, 3212",144.3975172,-38.02203743
VIC,Lethbridge,Lethbridge Public Hall,Buninyong District,"25 Russell Street, Lethbridge, 3322",144.134053,-37.966004
VIC,Alfredton,McCallum Community Centre,Wendouree District,"29 Learmonth Street (access via Leopold Street), Alfredton, 3350",143.813113,-37.557891
VIC,Brookfield,Melton Christian College,Melton District,"152-156 Brooklyn Road, Brookfield, 3338",144.5597874,-37.70046852
VIC,Meredith,Meredith Memorial Hall,Buninyong District,"61 Staughton Street, Meredith, 3333",144.071246,-37.845291
VIC,Moriac,Moriac Community Centre,South Barwon District,"830 Hendy Main Road, Moriac, 3240",144.1730063,-38.24511797
VIC,Mount Egerton,Mount Egerton Mechanics Institute,Buninyong District,"69 Main Road, Mount Egerton, 3352",144.105171,-37.628004
VIC,Ross Creek,Ross Creek Hall,Buninyong District,"655 Sebastopol-Smythesdale Road, Ross Creek, 3351",143.757377,-37.633285
VIC,Scarsdale,Scarsdale Town Hall,Buninyong District,"23 Pitfield Road, Scarsdale, 3351",143.6548091,-37.67089556
VIC,Sebastopol,Sebastopol RSL,Buninyong District,"10 Birdwood Avenue, Sebastopol, 3356",143.8399333,-37.59744268
VIC,Skipton Street,Skipton Street Uniting Church,Wendouree District,"corner Skipton and Darling Streets, Redan, 3350",143.845213,-37.575499
VIC,Smythesdale,Smythesdale Recreation Facility,Buninyong District,"55 Heales Street, Smythesdale, 3351",143.6832069,-37.64270987
VIC,Barwon,South Geelong Primary School,Geelong District,"200 Yarra Street, Geelong, 3220",144.35857,-38.15694
VIC,The Stockade,St Alipius Primary School,"Buninyong District, Wendouree District","106-108 Victoria Street, Ballarat East, 3352",143.874422,-37.56157373
VIC,Ballarat South,St Aloysius Primary School,Wendouree District,"800 Ripon Street South, Redan, 3350",143.837816,-37.578269
VIC,Bacchus Marsh Central,St Bernard's Catholic Primary School,Melton District,"19a Gisborne Road, Bacchus Marsh, 3340",144.4352588,-37.67240532
VIC,Fyans Park,St Joseph's College,Geelong District,"Queens Road, Newtown, 3220",144.331185,-38.15048683
VIC,Torquay North,St Therese Primary School,South Barwon District,"50 Grossmans Road, Torquay, 3228",144.31277,-38.321393
VIC,Torquay,Surfcoast Sports and Recreation Centre,South Barwon District,"77 Beach Road, Torquay, 3228",144.3157901,-38.32635675
VIC,Manifold Heights West,Western Heights Uniting Church,Geelong District,"27-31 Douglass Street, Herne Hill, 3218",144.326784,-38.132237
VIC,Portarlington,Portarlington Parks Hall,Bellarine District,"Newcombe Street, Portarlington, 3223",144.6551368,-38.11490421
VIC,Belmont North,Belmont Primary School,Geelong District,"51 Mount Pleasant Road, Belmont, 3216",144.3421011,-38.1708635
VIC,Bealiba,Bealiba Primary School,Ripon District,"9 Grant Street, Bealiba, 3475",143.5519,-36.78994
VIC,Beeac,Beeac Primary School,Polwarth District,"35 Lang Street, Beeac, 3251",143.6442795,-38.19396978
VIC,Buangor,Buangor Primary School,Ripon District,"26 School Road, Buangor, 3375",143.17502,-37.36404
VIC,Colac East,Colac Primary School,Polwarth District,"65 Murray Street East, Colac, 3250",143.5976299,-38.33693199
VIC,Coleraine,Coleraine Primary School,Lowan District,"124 Church Street (access via McConchie Street), Coleraine, 3315",141.68404,-37.60184
VIC,Concongella,Concongella Primary School,Ripon District,"61 Concongella-School Road, Concongella, 3380",142.82232,-37.04956
VIC,Hamilton North,Hamilton North Primary School,Lowan District,"Andrews Street, Hamilton, 3300",141.99515,-37.72646
VIC,Horsham North,Horsham North Primary School,Lowan District,"2b Rasmussen Road, Horsham, 3400",142.20454,-36.69738
VIC,Horsham West,Horsham West Primary School,Lowan District,"24 Hillary Street, Horsham, 3400",142.17999,-36.71742001
VIC,Inglewood,Inglewood Primary School,Ripon District,"77 Sullivan Street, Inglewood, 3517",143.87045,-36.57394
VIC,Inverleigh,Inverleigh Primary School,Polwarth District,"54 High Street, Inverleigh, 3321",144.05469,-38.10094
VIC,Lake Bolac,Lake Bolac College,Lowan District,"90 Montgomery Street, Lake Bolac, 3351",142.8379,-37.72024
VIC,Marnoo,Marnoo Primary School,Ripon District,"80 Newall Street, Marnoo, 3387",142.87035,-36.67685
VIC,Miners Rest,Miners Rest Primary School,Ripon District,"Dundas Street, Miners Rest, 3352",143.79524,-37.47791
VIC,Moonambel,Moonambel State Primary School,Ripon District,"24 Humffray Street, Moonambel, 3478",143.32074,-36.98986
VIC,Newlyn,Newlyn Primary School,Ripon District,"2701 Midland Highway, Newlyn, 3364",143.98443,-37.41202
VIC,Noorat,Noorat Primary School,Polwarth District,"McKinnons Bridge Road, Noorat, 3265",142.9291102,-38.19079893
VIC,Rokewood,Rokewood Primary School,Polwarth District,"38 Aitchison Street, Rokewood, 3330",143.72281,-37.90366
VIC,Simpson,Simpson Primary School Early Childhood Centre,Polwarth District,"Barrumul Street, Simpson, 3266",143.2086819,-38.4985545
VIC,Stawell,Stawell Senior Citizens Club Rooms,Ripon District,"9 Victoria Street, Stawell, 3380",142.777235,-37.058395
VIC,Stawell West,Stawell West Primary School,Ripon District,"80-88 Cooper Street (access via Longfield Street), Stawell, 3380",142.7707938,-37.06596781
VIC,Talbot,Talbot Primary School,Ripon District,"2 Rowe Street, Talbot, 3371",143.7036,-37.16865
VIC,Willaura,Willaura Primary School,Lowan District,"14 Warranooke Street, Willaura, 3379",142.73946,-37.54469
VIC,Antwerp,Antwerp Public Hall,Lowan District,"Antwerp-Woorak Road, Antwerp, 3414",142.021959,-36.2950627
VIC,Apsley,Apsley Hall,Lowan District,"62 Wallace Street, Apsley, 3319",141.0822,-36.9677931
VIC,Branxholme,Branxholme Hall,Lowan District,"McNicol Street, Branxholme, 3302",141.796457,-37.857346
VIC,Byaduk,Byaduk Mechanics Institute,Lowan District,"5748 Hamilton-Port Fairy Road, Byaduk, 3301",141.955724,-37.952421
VIC,Casterton,Casterton Town Hall,Lowan District,"67 Henty Street, Casterton, 3311",141.405247,-37.584813
VIC,Cavendish,Cavendish Memorial Hall,Lowan District,"Barker Street, Cavendish, 3314",142.0401616,-37.52796546
VIC,Dadswells Bridge,Dadswells Bridge Public Hall,Lowan District,"5802 Western Highway, Dadswells Bridge, 3385",142.5154027,-36.91818424
VIC,Dartmoor,Dartmoor Hall,Lowan District,"Greenham Street, Dartmoor, 3304",141.276285,-37.922089
VIC,Dergholm,Dergholm Hall,Lowan District,"3502 Casterton-Apsley Road, Dergholm, 3312",141.215477,-37.370934
VIC,Dooen,Dooen Public Hall,Lowan District,"1025 Henty Highway, Dooen, 3401",142.2589752,-36.64020994
VIC,Dunkeld,Dunkeld Hall,Lowan District,"Martin Street, Dunkeld, 3294",142.34219,-37.651345
VIC,Glenthompson,Glenthompson Memorial Hall,Lowan District,"13 McLennan Street, Glenthompson, 3293",142.548026,-37.638086
VIC,Goroke,Goroke Memorial Hall,Lowan District,"Main Street, Goroke, 3412",141.474182,-36.718378
VIC,Halls Gap,Halls Gap Community Hall,Lowan District,"115 Grampians Road, Halls Gap, 3381",142.519315,-37.140406
VIC,Hamilton Central,Hamilton Senior Citizens Clubroom,Lowan District,"100 Lonsdale Street, Hamilton, 3300",142.024527,-37.740887
VIC,Harrow,Harrow RSL Hall,Lowan District,"Blair Street, Harrow, 3317",141.592195,-37.166446
VIC,Horsham East,Horsham C.W.A. Hall,Lowan District,"37 McPherson Street, Horsham, 3400",142.205163,-36.713284
VIC,Jung,Jung Public Hall,Lowan District,"28 Baker Street, Jung, 3401",142.3603656,-36.60697229
VIC,Kaniva,Kaniva Wesley Hall,Lowan District,"20-22 Baker Street, Kaniva, 3419",141.2412101,-36.37863897
VIC,Minimay,Minimay Soldiers Memorial Hall,Lowan District,"591 Minimay Frances Road, Minimay, 3413",141.177467,-36.71195
VIC,Moyston,Moyston Hall,Lowan District,"Brooke Street, Moyston, 3377",142.7660758,-37.30247403
VIC,Murtoa,Murtoa Uniting Church Education Centre,Lowan District,"62 McDonald Street, Murtoa, 3390",142.470317,-36.620874
VIC,Natimuk,Natimuk Soldiers Memorial Hall,Lowan District,"99 Main Road, Natimuk, 3409",141.9402635,-36.74262771
VIC,Netherby,Netherby Hall,Lowan District,"5 William Street, Netherby, 3418",141.651568,-36.108722
VIC,Nhill,Nhill Uniting Church Hall,Lowan District,"57 Victoria Street, Nhill, 3418",141.648618,-36.335164
VIC,Noradjuha,Noradjuha Memorial Hall,Lowan District,"Natimuk-Hamilton Road, Noradjuha, 3409",141.9637168,-36.83720743
VIC,Patterson Park,Patterson Park Hall,Lowan District,"194 King Street, Hamilton, 3300",142.0256423,-37.73223807
VIC,Penshurst,Penshurst Memorial Hall,Lowan District,"21 Martin Street, Penshurst, 3289",142.289821,-37.876164
VIC,Murra Warra,Sailors Home Hall,Lowan District,"2537 Blue Ribbon Road, Murra Warra, 3401",142.2203533,-36.47050517
VIC,Pomonal,Pomonal Hall,Lowan District,"3360 Halls Gap-Ararat Road, Pomonal, 3381",142.6094481,-37.19537168
VIC,Quantong,Quantong Community Centre,Lowan District,"52 Chequer Road, Quantong, 3401",142.0263271,-36.75474006
VIC,Rainbow,Rainbow Civic Centre,Lowan District,"15 Federal Street, Rainbow, 3424",141.994396,-35.897733
VIC,Rupanyup,Rupanyup Senior Citizens Hall,Lowan District,"21 Dyer Street, Rupanyup, 3388",142.6294173,-36.6319417
VIC,Serviceton,Serviceton Uniting Church Hall,Lowan District,"13 Elizabeth Street, Serviceton, 3420",140.988546,-36.376756
VIC,Tatyoon,Tatyoon Public Hall,Lowan District,"Tatyoon Road, Tatyoon, 3378",142.9435469,-37.52307885
VIC,Toolondo,Toolondo Recreation Reserve,Lowan District,"2955 Natimuk-Hamilton Road, Toolondo, 3401",141.9369065,-36.99077852
VIC,Warracknabeal,Warracknabeal Scout & Band Hall,Lowan District,"45 Devereux Street, Warracknabeal, 3393",142.396735,-36.250258
VIC,Wonwondah North,Wonwondah North Public Hall,Lowan District,"56 Wonwondah Hall Road, Wonwondah North, 3401",142.132746,-36.88016287
VIC,Yanac,Yanac Public Hall,Lowan District,"Francis Street, Yanac, 3418",141.436179,-36.136011
VIC,Aireys Inlet,Aireys Inlet Community Centre,Polwarth District,"6 Great Ocean Road, Aireys Inlet, 3231",144.1082741,-38.45608875
VIC,Birregurra,Birregurra Community Health Centre,Polwarth District,"28-30 Strachan Street, Birregurra, 3242",143.7861639,-38.33627952
VIC,Carpendeit,Carpendeit Public Hall,Polwarth District,"corner Ansons and Carpendeit-Bungador Roads, Carpendeit, 3260",143.241734,-38.369947
VIC,Cororooke,Cororooke Public Hall,Polwarth District,"580 Corangamite Lake Road, Cororooke, 3254",143.522145,-38.284129
VIC,Cressy,Cressy Hall,Polwarth District,"Yarima Road, Cressy, 3322",143.633982,-38.030401
VIC,Derrinallum,Derrinallum Community Hall,Polwarth District,"Main Street, Derrinallum, 3325",143.216808,-37.948276
VIC,Ecklin,Ecklin Hall,Polwarth District,"143 Timboon-Terang Road, Ecklin South, 3265",142.912506,-38.38015
VIC,Forrest,Forrest Public Hall,Polwarth District,"14 Grant Street, Forrest, 3236",143.7145883,-38.51680625
VIC,Gellibrand River,Gellibrand Hall,Polwarth District,"Colac-Lavers Hill Road, Gellibrand, 3239",143.5379788,-38.52029627
VIC,Irrewillipe East,Irrewillipe Public Hall,Polwarth District,"2480 Irrewillipe Road, Irrewillipe, 3249",143.441393,-38.41082215
VIC,Lorne,Lorne Senior Citizens Centre,Polwarth District,"Mountjoy Parade, Lorne, 3232",143.972924,-38.53677
VIC,Mortlake,Mortlake Soldiers Memorial Hall,Polwarth District,"Shaw Street, Mortlake, 3272",142.8101526,-38.07960717
VIC,Nullawarre,Nullawarre Public Hall,Polwarth District,"2184 Timboon-Nullawarre Road, Nullawarre, 3268",142.754706,-38.469612
VIC,Scotts Creek,Scotts Creek Public Hall,Polwarth District,"Cobden-Port Campbell Road, Scotts Creek, 3267",143.0495694,-38.44959267
VIC,Fyansford,Stonehaven CFA Fire Station,Polwarth District,"corner Dog Rocks and Fyansford-Gheringhap Roads, Fyansford, 3221",144.2650124,-38.11309556
VIC,Warrion,Warrion Public Hall,Polwarth District,"Coragulac-Beeac Road, Warrion, 3249",143.572071,-38.222087
VIC,Winchelsea,Winchelsea Senior Citizens Centre,Polwarth District,"36 Harding Street, Winchelsea, 3142",143.992698,-38.241007
VIC,Winchelsea South,Wurdale Hall,Polwarth District,"220 Wurdale Road, Winchelsea South, 3241",144.0120816,-38.31445527
VIC,Amphitheatre,Amphitheatre Mechanics Institute,Ripon District,"77 Bailey Street, Amphitheatre, 3468",143.399434,-37.182849
VIC,Anglesea,Anglesea Memorial Hall,Polwarth District,"McMillan Street, Anglesea, 3230",144.1849675,-38.40955089
VIC,Ararat West,Ararat College,Ripon District,"4-30 Barkly Street, Ararat, 3377",142.92196,-37.286
VIC,Ararat,Ararat Senior Citizens Clubrooms,Ripon District,"High Street, Ararat, 3377",142.9324557,-37.28292077
VIC,Ascot,Ascot Hall,Ripon District,"47 Ascot Hall Road, Ascot, 3364",143.7989971,-37.39601629
VIC,Avoca,Avoca RSL Hall,Ripon District,"157 High Street, Avoca, 3467",143.47247,-37.085049
VIC,Beaufort,Beeripmo Development Centre,Ripon District,"1 Lawrence Street, Beaufort, 3373",143.384176,-37.42801
VIC,Bowenvale,Bowenvale Public Hall,Ripon District,"Timor Road, Bowenvale, 3465",143.710209,-36.989369
VIC,Bridgewater,Bridgewater Hall,Ripon District,"37 Eldon Street, Bridgewater On Loddon, 3516",143.944774,-36.603
VIC,Donald,Donald Senior Citizens Centre,Ripon District,"4 Hammill Street, Donald, 3527",142.9817236,-36.36887361
VIC,Elmhurst,Elmhurst Mechanics Hall,Ripon District,"High Street, Elmhurst, 3469",143.2504392,-37.17987527
VIC,Glenorchy,Glenorchy Memorial Hall,Ripon District,"29 Forest Street, Glenorchy, 3385",142.662201,-36.907925
VIC,Maryborough East,Highview College,Ripon District,"21 Kars Street (access via Burns Street), Maryborough, 3465",143.7360915,-37.05345738
VIC,Landsborough,Landsborough Public Hall,Ripon District,"29 Burke Street, Landsborough, 3384",143.1339473,-37.00894071
VIC,Lexton,Lexton Community Centre,Ripon District,"1 Goldsmith Street, Lexton, 3352",143.514324,-37.274977
VIC,Litchfield,Litchfield Hall,Ripon District,"18 Main Street, Litchfield, 3480",142.847425,-36.298255
VIC,Maryborough,Maryborough Town Hall,Ripon District,"71 Clarendon Street, Maryborough, 3465",143.737048,-37.046081
VIC,Newbridge,Newbridge Public Hall,Ripon District,"38 Burke Street, Newbridge, 3551",143.900191,-36.740659
VIC,Smeaton,Smeaton Community Centre,Ripon District,"Creswick-Newstead Road (near McLean Street), Smeaton, 3364",143.948197,-37.3331764
VIC,Snake Valley,Snake Valley Hall,Ripon District,"875 Linton-Carngham Road, Snake Valley, 3351",143.584359,-37.612365
VIC,Stuart Mill,Stuart Mill Community Hall,Ripon District,"Stuart Mill Low Road, Stuart Mill, 3477",143.2873022,-36.80440588
VIC,Tarnagulla,Victoria Theatre/Tarnagulla Hall,Ripon District,"69-71 Commercial Road, Tarnagulla, 3551",143.832652,-36.770455
VIC,Wedderburn,Wedderburn Senior Citizens Centre,Ripon District,"19 Kerr Street, Wedderburn, 3518",143.6146071,-36.41989459
VIC,Croydon West,Ainslie Parklands Primary School,Croydon District,"24-36 Hinkley Avenue, Croydon, 3136",145.2638206,-37.79399337
VIC,Antonio Park,Antonio Park Primary School,Ringwood District,"631-639 Whitehorse Road, Mitcham, 3132",145.2060773,-37.81593432
VIC,Bayswater,Bayswater Primary School,Bayswater District,"corner Mountain Highway and Birch Street, Bayswater, 3153",145.2590804,-37.84253417
VIC,Bayswater South,Bayswater South Primary School,Bayswater District,"Enfield Drive, Bayswater, 3153",145.2608402,-37.85549035
VIC,Bayswater West,Bayswater West Primary School,Bayswater District,"corner Phyllis Street and Warruga Avenue, Bayswater, 3153",145.2526492,-37.84948293
VIC,Boronia West,Boronia West Primary School,Bayswater District,"Tormore Road, Boronia, 3155",145.27848,-37.85856
VIC,Croydon,Croydon Community School,Croydon District,"177-181 Mt Dandenong Road, Croydon, 3136",145.2798931,-37.7986799
VIC,Croydon Hills,Croydon Hills Primary School,Croydon District,"45-75 Campaspe Drive, Croydon Hills, 3136",145.2716125,-37.77645137
VIC,Dorset,Dorset Primary School,Croydon District,"1-11 Rescorla Avenue, Croydon, 3136",145.285591,-37.809991
VIC,Eastwood,Eastwood Primary School,Ringwood District,"49a Alexandra Road, Ringwood East, 3135",145.2530574,-37.81656719
VIC,Southwood,Great Ryrie Primary School,"Bayswater District, Ringwood District","Great Ryrie Street, Heathmont, 3135",145.2382375,-37.82395417
VIC,Heatherdale,Heatherdale Pre-School,Ringwood District,"12 Purches Street, Mitcham, 3132",145.208386,-37.820439
VIC,Heathmont West,Heathmont College,Bayswater District,"Waters Grove, Heathmont, 3135",145.232257,-37.838305
VIC,Heathmont East,Heathmont East Primary School,Bayswater District,"Armstrong Road, Heathmont, 3135",145.2571105,-37.83040076
VIC,Kalinda,Kalinda Primary School,Croydon District,"Kalinda Road, Ringwood, 3134",145.2538783,-37.78980077
VIC,Knoxfield North,Kent Park Primary School,Ferntree Gully District,"17 Greenaway Drive, Ferntree Gully, 3156",145.2629712,-37.88314703
VIC,Studfield East,Knox Central Primary School,Ferntree Gully District,"Darwin Road, Boronia, 3155",145.2545639,-37.86112993
VIC,Knox Gardens,Knox Gardens Primary School,Ferntree Gully District,"80 Argyle Way, Wantirna South, 3152",145.2289131,-37.882411
VIC,Mitcham,Mitcham Uniting Church Hall,Ringwood District,"559-563 Whitehorse Road, Mitcham, 3132",145.196464,-37.8154
VIC,Mountain Gate,Mountain Gate Primary School,Ferntree Gully District,"Adele Avenue, Ferntree Gully, 3156",145.2695071,-37.88636586
VIC,Nunawading East,Mullauna Secondary College,Ringwood District,"456 Springfield Road, Nunawading, 3131",145.190608,-37.80782089
VIC,Norwood,Norwood Secondary College,Ringwood District,"Byron Street, Ringwood, 3134",145.2384564,-37.79951767
VIC,Wantirna West,St Luke's Primary School,"Ferntree Gully District, Bayswater District","25 Stokes Road, Wantirna, 3152",145.2348975,-37.85355083
VIC,Templeton,Templeton Primary School,Ferntree Gully District,"1 Crestdale Road, Wantirna, 3152",145.2321514,-37.86112848
VIC,Flamingo,The Knox School,Ferntree Gully District,"220 Burwood Highway, Wantirna South, 3152",145.2191113,-37.86457883
VIC,Tinternvale,Tinternvale Primary School,"Ringwood District, Bayswater District, Croydon District","Tintern Avenue, Ringwood East, 3135",145.2651778,-37.81813062
VIC,Wantirna North,Wantirna College,Ferntree Gully District,"90 Harold Street, Wantirna, 3152",145.2301865,-37.85741356
VIC,Wantirna,Wantirna Primary School,Ferntree Gully District,"120 Mountain Highway, Wantirna, 3152",145.2165092,-37.85641337
VIC,Ferntree Gully West,Wattleview Primary School,Ferntree Gully District,"Wattletree Road, Ferntree Gully, 3156",145.2777635,-37.87605193
VIC,Wakefield,Whitehorse Primary School,Ringwood District,"70-86 Junction Road, Blackburn North, 3130",145.1675769,-37.80847011
VIC,Yarra Road,Yarra Road Primary School,Croydon District,"222-228 Yarra Road, Croydon North, 3136",145.2728186,-37.76650198
VIC,Nunawading,1st Nunawading Scout Hall,Ringwood District,"1 Mark Place, Nunawading, 3131",145.173893,-37.814593
VIC,Ringwood East,4th Ringwood Scout Hall,Ringwood District,"Mines Road, Ringwood East, 3134",145.2447282,-37.80861024
VIC,Ferntree Gully,Ferntree Gully Senior Citizens Hall,Ferntree Gully District,"160 Underwood Road, Ferntree Gully, 3156",145.295834,-37.881474
VIC,Glen Park,Glen Park Community Centre,Bayswater District,"30 Glen Park Road, Bayswater North, 3153",145.2729339,-37.83423853
VIC,Ringwood South,Maroondah Federation Estate,Ringwood District,"32 Greenwood Avenue, Ringwood, 3134",145.230837,-37.819908
VIC,Lincoln,Monkami Centre Inc,Croydon District,"2-6 Dixon Avenue, Croydon, 3136",145.2913702,-37.78600526
VIC,The Basin,St Bernadette's Catholic Primary School,Bayswater District,"1264 Mountain Highway, The Basin, 3154",145.3110551,-37.85346855
VIC,Mooroolbark,St Peter Julian Eymard Parish Centre,Croydon District,"240 Hull Road, Mooroolbark, 3138",145.3155779,-37.78759431
VIC,Charlton,Charlton Senior Citizens Centre,Ripon District,"1 High Street, Charlton, 3525",143.348205,-36.267316
