ec_id,name,divisions,premises,address,lat,lon,state,wheelchair_access,wheelchair_access_description
,Coomba Park Community Hall,Mid-Coast,Coomba Park Community Hall,"Moorooba Road, Coomba Park 2428",-32.2407640,152.4699620,NSW,Assisted,Path of travel from car park may be difficult; Access ramp does not meet standards; No designated accessible parking spot
,Coopernook School of Arts Hall,Mid-Coast,Coopernook School of Arts Hall,"12 Macquarie Street, Coopernook 2426",-31.8244350,152.6135970,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Access ramp does not meet standards
,Cundletown Public School,Mid-Coast,Cundletown Public School,"High Street East, Cundletown 2430",-31.9002620,152.5220510,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot; Path of travel from car park may be difficult; No accessible toilet
,Elands Public School,Mid-Coast,Elands Public School,"Wingham - Ellenborough Road, Elands 2429",-31.6190960,152.2921550,NSW,None,
,"Forster Campus, Great Lakes College",Mid-Coast,"Forster Campus, Great Lakes College","Cape Hawke Drive, Forster 2428",-32.2141780,152.5278180,NSW,Assisted,No accessible toilet
,Forster Public School,Mid-Coast,Forster Public School,"Head Street, Forster 2428",-32.1815970,152.5244410,NSW,Full,
,Forster Tuncurry Community Centre,Mid-Coast,Forster Tuncurry Community Centre,"12 Breese Parade, Forster 2428",-32.2008200,152.5221460,NSW,Full,
,Gloucester Senior Citizens Centre,Mid-Coast,Gloucester Senior Citizens Centre,"30 Hume Street, Gloucester 2422",-32.0090068,151.9586876,NSW,Full,
,Hallidays Point Community Church,Mid-Coast,Hallidays Point Community Church,"17 Diamond Beach Road, Hallidays Point 2430",-32.0644830,152.5272890,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps; No accessible toilet
,Hallidays Point Public School,Mid-Coast,Hallidays Point Public School,"300 Diamond Beach Road, Diamond Beach 2430",-32.0411870,152.5360260,NSW,Full,
,Hannam Vale Public School,Mid-Coast,Hannam Vale Public School,"1159 Hannam Vale Road, Hannam Vale 2443",-31.7125930,152.5942590,NSW,None,
,Harrington Memorial Hall,Mid-Coast,Harrington Memorial Hall,"Pilot Street, Harrington 2427",-31.8718480,152.6899090,NSW,Assisted,Path of travel from car park may be difficult; Access ramp does not meet standards
,Hawks Nest Community Centre,Mid-Coast,Hawks Nest Community Centre,"Booner Street, Hawks Nest 2324",-32.6726360,152.1778370,NSW,Assisted,No designated accessible parking spot
,Johns River Community Hall,Mid-Coast,Johns River Community Hall,"54-56 Johns Road, Johns River 2443",-31.7298640,152.6966633,NSW,Full,
,Karuah Public School,"Port Stephens, Mid-Coast",Karuah Public School,"18 Bundabah Street, Karuah 2324",-32.6542720,151.9659770,NSW,Assisted,No designated accessible parking spot; Access ramp does not meet standards
,Killabakh Community Hall,Mid-Coast,Killabakh Community Hall,"1676 Comboyne Road, Killabakh 2429",-31.7365150,152.4002470,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Access ramp does not meet standards
,Krambach Public School,Mid-Coast,Krambach Public School,"3846 Bucketts Way, Krambach 2429",-32.0462940,152.2718330,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Building has lips and/or steps
,Lansdowne Community Hall,Mid-Coast,Lansdowne Community Hall,"27 Cundle Road, Lansdowne 2430",-31.7849268,152.5318123,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Manning Gardens Public School,Mid-Coast,Manning Gardens Public School,"Bushland Drive, Taree 2430",-31.8912890,152.4599390,NSW,Assisted,No accessible toilet; Path of travel from car park may be difficult
,Marlee District Hall,Mid-Coast,Marlee District Hall,"1655 Bulga Road, Marlee 2429",-31.7701390,152.3165910,NSW,Assisted,Access ramp does not meet standards
,Mitchells Island Hall,Mid-Coast,Mitchells Island Hall,"1179 Manning Point Road, Mitchells Island 2430",-31.8988370,152.6101420,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Access ramp does not meet standards; No accessible toilet
,Moorland Recreation Reserve Trust & Hall,Mid-Coast,Moorland Recreation Reserve Trust & Hall,"22 Hannam Vale Road, Moorland 2443",-31.7707300,152.6506030,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Mt George School of Arts Hall,Mid-Coast,Mt George School of Arts Hall,"1532 Nowendoc Road, Mount George 2424",-31.8814213,152.1783602,NSW,Assisted,Access ramp does not meet standards; Path of travel from car park may be difficult
,Nabiac Public School,Mid-Coast,Nabiac Public School,"Hoskins Street, Nabiac 2312",-32.0973060,152.3816870,NSW,Full,
,North Arm Cove Community Centre,Mid-Coast,North Arm Cove Community Centre,"The Ridgeway, North Arm Cove 2324",-32.6659080,152.0404490,NSW,Assisted,No designated accessible parking spot; Access ramp does not meet standards
,Old Bar Public School,Mid-Coast,Old Bar Public School,"22 David Street, Old Bar 2430",-31.9719270,152.5881920,NSW,Full,
,Ormsby House,Mid-Coast,Ormsby House,"24 Commerce Street, Taree 2430",-31.9136940,152.4556160,NSW,Assisted,Building has lips and/or steps; Path of travel from car park may be difficult; Access ramp does not meet standards
,Pacific Palms Community Centre,Mid-Coast,Pacific Palms Community Centre,"The Lakes Way, Elizabeth Beach 2428",-32.3332210,152.5288240,NSW,Assisted,Path of travel from car park may be difficult; Access ramp does not meet standards
,Purfleet Multi-Purpose Community Centre,Mid-Coast,Purfleet Multi-Purpose Community Centre,"Lot 1-3 Old Pacific Hwy, Purfleet 2430",-31.9400489,152.4670838,NSW,Assisted,Building has lips and/or steps; No accessible toilet; No designated accessible parking spot
,St Joseph's Primary School Wingham,Mid-Coast,St Joseph's Primary School Wingham,"8-10 Farquhar Street, Wingham 2429",-31.8712180,152.3747850,NSW,Assisted,No designated accessible parking spot
,Stratford Public School,Mid-Coast,Stratford Public School,"Avon Street, Stratford 2422",-32.1170360,151.9383830,NSW,None,
,Stroud Public School,Mid-Coast,Stroud Public School,"Erin Street, Stroud 2425",-32.4030410,151.9639150,NSW,Assisted,Path of travel from car park may be difficult; No accessible toilet; No designated accessible parking spot; Building has lips and/or steps
,Stroud Road Public School,Mid-Coast,Stroud Road Public School,"Bucketts Way, Stroud Road 2415",-32.3479170,151.9323220,NSW,None,
,Taree High School,Mid-Coast,Taree High School,"Albert Street, Taree 2430",-31.9096660,152.4636060,NSW,Assisted,No accessible toilet; Building has lips and/or steps
,Taree West Public School,Mid-Coast,Taree West Public School,"Wingham Road, Taree 2430",-31.9072260,152.4454630,NSW,Full,
,Tea Gardens Public School,Mid-Coast,Tea Gardens Public School,"Witt Street, Tea Gardens 2324",-32.6670830,152.1578790,NSW,Full,
,Tinonee Memorial School Of Arts,Mid-Coast,Tinonee Memorial School Of Arts,"Manchester Street, Tinonee 2430",-31.9348060,152.4146240,NSW,Full,
,Tuncurry Public School,Mid-Coast,Tuncurry Public School,"22 Tuncurry Street, Tuncurry 2428",-32.1718140,152.4955120,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; No accessible toilet
,Tuncurry Salvation Army Hall,Mid-Coast,Tuncurry Salvation Army Hall,"7 South Street, Tuncurry 2428",-32.1746860,152.4979140,NSW,Assisted,May have limited circulation space in voting area; No designated accessible parking spot
,Upper Lansdowne Memorial Hall,Mid-Coast,Upper Lansdowne Memorial Hall,"1412 Upper Lansdowne Road, Upper Lansdowne 2430",-31.7054990,152.4691250,NSW,Full,
,Wherrol Flat Public Hall,Mid-Coast,Wherrol Flat Public Hall,"1205 Wherrol Flat Road, Wherrol Flat 2429",-31.7835290,152.2275670,NSW,Assisted,No designated accessible parking spot; Access ramp does not meet standards; Path of travel from car park may be difficult
,Wingham Town Hall,Mid-Coast,Wingham Town Hall,"Farquhar Street, Wingham 2429",-31.8699330,152.3686490,NSW,Assisted,No designated accessible parking spot; Building has lips and/or steps
,Cudgegong Valley Public School,Mid-Western,Cudgegong Valley Public School,"47-65 Madeira Road, Mudgee 2850",-32.6057620,149.5840620,NSW,Assisted,No accessible toilet
,Gulgong Memorial Hall,Mid-Western,Gulgong Memorial Hall,"Herbert Street, Gulgong 2852",-32.3644230,149.5328650,NSW,Assisted,Path of travel from car park may be difficult; Access ramp does not meet standards
,Hargraves Public School,Mid-Western,Hargraves Public School,"Merinda Street, Hargraves 2850",-32.7834040,149.4622680,NSW,Assisted,No accessible toilet; No designated accessible parking spot; Path of travel from car park may be difficult
,Ilford Hall,Mid-Western,Ilford Hall,"46 Ilford Hall Road, Ilford 2850",-32.9633870,149.8625690,NSW,Assisted,No accessible toilet; No designated accessible parking spot; Path of travel from car park may be difficult
,Kandos High School,Mid-Western,Kandos High School,"Fleming Street, Kandos 2848",-32.8560350,149.9746980,NSW,None,
,Mudgee High School,Mid-Western,Mudgee High School,"Denison Street, Mudgee 2850",-32.5968920,149.5829920,NSW,Full,
,Mudgee Police & Citizens Youth Club,Mid-Western,Mudgee Police & Citizens Youth Club,"Market Street, Mudgee 2850",-32.5909760,149.5892820,NSW,Assisted,Access ramp does not meet standards; Path of travel from car park may be difficult
,Rylstone Memorial Hall,Mid-Western,Rylstone Memorial Hall,"73 Louee Street, Rylstone 2849",-32.7976660,149.9703370,NSW,Assisted,No designated accessible parking spot; Building has lips and/or steps; Access ramp does not meet standards; Path of travel from car park may be difficult
,Ashley Community Hall,Moree Plains,Ashley Community Hall,"Boolooroo Street, Ashley 2400",-29.3167630,149.8076040,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Access ramp does not meet standards
,Boggabilla Central School,Moree Plains,Boggabilla Central School,"South Street, Boggabilla 2409",-28.6162450,150.3624590,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Boomi Public School,Moree Plains,Boomi Public School,"Werrina Street, Boomi 2405",-28.7248390,149.5771200,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Access ramp does not meet standards
,Moree East Public School,Moree Plains,Moree East Public School,"Adelaide Street, Moree 2400",-29.4772060,149.8409490,NSW,Full,
,Moree Masonic Centre,Moree Plains,Moree Masonic Centre,"23 Chester Street, Moree 2400",-29.4626570,149.8370110,NSW,Assisted,No accessible toilet; No designated accessible parking spot; Path of travel from car park may be difficult
,"Moree Secondary College, Albert Street Campus",Moree Plains,"Moree Secondary College, Albert Street Campus","72 Frome Street, Moree 2400",-29.4659350,149.8433850,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps
,Mungindi Memorial Hall,Moree Plains,Mungindi Memorial Hall,"99 St George Street, Mungindi 2406",-28.9766200,148.9917350,NSW,Assisted,No designated accessible parking spot
,Pallamallawa Public School,Moree Plains,Pallamallawa Public School,"Centre Street, Pallamallawa 2399",-29.4737800,150.1408110,NSW,None,
,Toomelah Public School,Moree Plains,Toomelah Public School,"Off Bruxner Highway, Boggabilla 2409",-28.6707950,150.4793080,NSW,Assisted,Path of travel from car park may be difficult; Access ramp does not meet standards; No designated accessible parking spot; No accessible toilet
,Balmoral Scout Hall,Mosman,Balmoral Scout Hall,"The Esplanade (south end of carpark), Mosman 2088",-33.8295010,151.2553670,NSW,None,
,Beauty Point Public School,Mosman,Beauty Point Public School,"17 Medusa Street, Mosman 2088",-33.8119470,151.2426330,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Harbourside Church Main Auditorium,Mosman,Harbourside Church Main Auditorium,"18a Melrose Street, Mosman 2088",-33.8258190,151.2340160,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot; No accessible toilet
,Middle Harbour Public School,"Mosman, North Sydney",Middle Harbour Public School,"Macpherson Street, Mosman 2088",-33.8225410,151.2322150,NSW,Assisted,Path of travel from car park may be difficult; Building has lips and/or steps
,Mosman Drill Hall,Mosman,Mosman Drill Hall,"Cross Street, Mosman 2088",-33.8360420,151.2485620,NSW,Full,
,Mosman High School,Mosman,Mosman High School,"Belmont Road, Mosman 2088",-33.8296030,151.2438690,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Access ramp does not meet standards; Building has lips and/or steps; No accessible toilet
,Mosman Public School,Mosman,Mosman Public School,"27 Belmont Road, Mosman 2088",-33.8280490,151.2411960,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult; Access ramp does not meet standards
,Mosman Square Seniors Centre,Mosman,Mosman Square Seniors Centre,"3 Mosman Square Military Road, Mosman 2088",-33.8252740,151.2412550,NSW,Full,
,Mosman Village Church,Mosman,Mosman Village Church,"144 Raglan Street, Mosman 2088",-33.8328160,151.2396410,NSW,Assisted,No accessible toilet; Path of travel from car park may be difficult; Access ramp does not meet standards; Building has lips and/or steps
,Neutral Bay Uniting Church,"Mosman, North Sydney",Neutral Bay Uniting Church,"49a Yeo Street, Neutral Bay 2089",-33.8324810,151.2211380,NSW,Assisted,May have limited circulation space in voting area; No designated accessible parking spot; Path of travel from car park may be difficult
,Mathoura Visitor and Business Centre,Murray River,Mathoura Visitor and Business Centre,"Morris Street, Mathoura 2710",-35.8117109,144.9015405,NSW,Full,
,Moama Public School,Murray River,Moama Public School,"Simms Street, Moama 2731",-36.1149900,144.7629970,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Barham Community Centre Reception Room,Murray River,Barham Community Centre Reception Room,"Riverside Court, Barham 2732",-35.6303910,144.1268100,NSW,Full,
,Koraleigh Public Hall,Murray River,Koraleigh Public Hall,"Eagles Lane, Koraleigh 2735",-35.1554180,143.4056540,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; No accessible toilet; Access ramp does not meet standards
,Moulamein Public School,Murray River,Moulamein Public School,"Brougham Street, Moulamein 2733",-35.0893890,144.0337720,NSW,Full,
,Murray Downs Fire Station Community Hall,Murray River,Murray Downs Fire Station Community Hall,"Murray Downs Drive, Murray Downs 2734",-35.3449030,143.5995490,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult; Building has lips and/or steps
,Tooleybuc Central School,Murray River,Tooleybuc Central School,"Murray Street, Tooleybuc 2736",-35.0262070,143.3373760,NSW,None,
,Wakool Burraboi Public School,Murray River,Wakool Burraboi Public School," 49 Flinders Street, Wakool 2710",-35.4669280,144.3926250,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Coleambally Community Hall,Murrumbidgee,Coleambally Community Hall,"17 Kingfisher Avenue, Coleambally 2707",-34.8046460,145.8809140,NSW,Full,
,Jerilderie Civic Hall,Murrumbidgee,Jerilderie Civic Hall,"33 Jerilderie Street, Jerilderie 2716",-35.3551750,145.7251460,NSW,Assisted,No designated accessible parking spot
,Murrumbidgee Council Chambers,Murrumbidgee,Murrumbidgee Council Chambers,"21 Carrington Street, Darlington Point 2706",-34.5688240,145.9990620,NSW,Assisted,No designated accessible parking spot
,Denman Memorial Hall,Muswellbrook,Denman Memorial Hall,"30 Ogilvie Street, Denman 2328",-32.3893180,150.6870260,NSW,Full,
,Muswellbrook Indoor Sport Centre,Muswellbrook,Muswellbrook Indoor Sport Centre,"Rutherford Road, Muswellbrook 2333",-32.2817750,150.8957390,NSW,Assisted,No designated accessible parking spot
,Sandy Hollow Progress Association,Muswellbrook,Sandy Hollow Progress Association,"1613 Golden Highway, Sandy Hollow 2333",-32.3350990,150.5666570,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Stan Thiess Memorial Centre,Muswellbrook,Stan Thiess Memorial Centre,"Victoria Park, Hill Street, Muswellbrook 2333",-32.2619740,150.8972290,NSW,Full,
,Eungai Soliders Memorial Hall,Nambucca Valley,Eungai Soliders Memorial Hall,"Hall Road, Eungai Creek 2441",-30.8315730,152.8823730,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; No accessible toilet; Building has lips and/or steps
,Frank Partridge VC Public School,Nambucca Valley,Frank Partridge VC Public School,"Centenary Parade, Nambucca Heads 2448",-30.6424820,152.9855910,NSW,Assisted,Path of travel from car park may be difficult; No accessible toilet
,Macksville Salvation Army Hall,Nambucca Valley,Macksville Salvation Army Hall,"Nambucca Street, Macksville 2447",-30.7071280,152.9224300,NSW,Full,
,Medlow Public School,Nambucca Valley,Medlow Public School,"2896 Taylors Arm Road, Upper Taylors Arm 2447",-30.7792290,152.6905210,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Nambucca Heads Public School,Nambucca Valley,Nambucca Heads Public School,"Lee Street, Nambucca Heads 2448",-30.6412740,153.0060530,NSW,Full,
,Scotts Head Public School,Nambucca Valley,Scotts Head Public School,"21 Vernon Street, Scotts Head 2447",-30.7494435,152.9955168,NSW,Assisted,Path of travel from car park may be difficult
,St James Anglican Church Hall Bowraville,Nambucca Valley,St James Anglican Church Hall Bowraville,"Young Street, Bowraville 2449",-30.6437280,152.8539640,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Utungun Community Centre,Nambucca Valley,Utungun Community Centre,"Taylors Arm Road, Utungun 2447",-30.7385240,152.8291240,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps
,Valla Beach Community Hall,Nambucca Valley,Valla Beach Community Hall,"Valla Beach Road, Valla Beach 2448",-30.5916680,153.0027660,NSW,Full,
,Warrell Creek Public Hall,Nambucca Valley,Warrell Creek Public Hall,"Albert Drive, Warrell Creek 2447",-30.7596900,152.9015890,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Access ramp does not meet standards; No accessible toilet
,Baan Baa Community Hall,Narrabri,Baan Baa Community Hall,"Baranbah Street, Baan Baa 2390",-30.5983370,149.9530370,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult; Building has lips and/or steps
,Bellata War Memorial Hall,Narrabri,Bellata War Memorial Hall,"10 Wilga Street, Bellata 2397",-29.9176670,149.7929810,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot; No accessible toilet
,Boggabri Public School,Narrabri,Boggabri Public School,"100 Merton Street, Boggabri 2382",-30.7057650,150.0434050,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,"Narrabri Aquatic Centre, Multi-Function Room",Narrabri,"Narrabri Aquatic Centre, Multi-Function Room","Tibbereena Street, Narrabri 2390",-30.3290030,149.7839750,NSW,Full,
,Pilliga Public School,Narrabri,Pilliga Public School,"Dangar Street, Pilliga 2388",-30.3522310,148.8889010,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,St Lawrence's Anglican Hall,Narrabri,St Lawrence's Anglican Hall,"13 Burigal Street, Narrabri West 2390",-30.3366310,149.7540250,NSW,Assisted,No accessible toilet; Path of travel from car park may be difficult; No designated accessible parking spot
,Wee Waa Public School,Narrabri,Wee Waa Public School,"41 Cowper Street, Wee Waa 2388",-30.2239390,149.4421260,NSW,Assisted,No designated accessible parking spot
,Barellan Central School,Narrandera,Barellan Central School,"Boree Street, Barellan 2665",-34.2878770,146.5721240,NSW,Full,
,John O'Brien Hall,Narrandera,John O'Brien Hall,"Larmer Street, Narrandera 2700",-34.7493940,146.5545740,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps; Access ramp does not meet standards
,Narrandera High School,Narrandera,Narrandera High School,"Elizabeth Street, Narrandera 2700",-34.7440510,146.5654670,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Narromine Public School,Narromine,Narromine Public School,"Meringo Street, Narromine 2821",-32.2300940,148.2436560,NSW,Assisted,No designated accessible parking spot
,Trangie Central School,Narromine,Trangie Central School,"Derribong Street, Trangie 2823",-32.0320670,147.9799750,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Carrington Public School,Newcastle,Carrington Public School,"Young Street, Carrington 2324",-32.9124168,151.7651850,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Goodlife Church Wickham,Newcastle,Goodlife Church Wickham,"18 Albert Street, Wickham 2293",-32.9190730,151.7558100,NSW,Assisted,No accessible toilet; No designated accessible parking spot
,Hamilton Public School,Newcastle,Hamilton Public School,"Dixon Street, Hamilton 2303",-32.9241040,151.7433210,NSW,Assisted,Path of travel from car park may be difficult
,Hamilton South Public School,Newcastle,Hamilton South Public School,"Kenrick Street, Merewether 2291",-32.9335160,151.7532550,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; No accessible toilet
,Islington Public School,Newcastle,Islington Public School,"Hubbard Street, Islington 2296",-32.9116340,151.7438710,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Mayfield Church of Christ,Newcastle,Mayfield Church of Christ,"31 Gregson Avenue, Mayfield 2304",-32.8867290,151.7275880,NSW,Assisted,Building has lips and/or steps; Path of travel from car park may be difficult; Access ramp does not meet standards
,Mayfield East Public School,Newcastle,Mayfield East Public School,"32 Crebert Street, Mayfield East 2304",-32.8959410,151.7485690,NSW,Full,
,Mayfield Presbyterian Church Hall,Newcastle,Mayfield Presbyterian Church Hall,"Macquarie Street, Mayfield 2304",-32.9000920,151.7337980,NSW,Assisted,No designated accessible parking spot
,Merewether Uniting Church Hall,Newcastle,Merewether Uniting Church Hall,"180 Glebe Road, Merewether 2291",-32.9380870,151.7518840,NSW,Assisted,No designated accessible parking spot
,New Lambton South Public School,Newcastle,New Lambton South Public School,"45 St James Road, New Lambton 2305",-32.9313110,151.7175380,NSW,Full,
,Newcastle East Public School,Newcastle,Newcastle East Public School,"Tyrrell Street, Newcastle 2300",-32.9299090,151.7769920,NSW,Assisted,No designated accessible parking spot; Building has lips and/or steps
,Newcastle High School - Cooks Hill Campus,Newcastle,Newcastle High School - Cooks Hill Campus,"Corner Union and Laman Streets, Cooks Hill 2300",-32.9291460,151.7670850,NSW,Assisted,Path of travel from car park may be difficult
,St Johns Anglican Church Hall Cooks Hill,Newcastle,St Johns Anglican Church Hall Cooks Hill,"Dawson Street, Cooks Hill 2300",-32.9339880,151.7679980,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot; Path of travel from car park may be difficult
,Stockton Public School,Newcastle,Stockton Public School,"Lomond Street, Stockton 2295",-32.9109660,151.7806750,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot
,TAFE NSW Newcastle Campus,Newcastle,TAFE NSW Newcastle Campus,"Building B, 266 Maitland Road, Tighes Hill 2297",-32.9078250,151.7457996,NSW,Full,
,The Junction Public School,Newcastle,The Junction Public School,"Union Street, The Junction 2291",-32.9397530,151.7582190,NSW,Assisted,Path of travel from car park may be difficult
,Warabrook Community Centre,Newcastle,Warabrook Community Centre,"6 Angophora Drive, Warabrook 2304",-32.8865890,151.7181250,NSW,Full,
,Adamstown Senior Citizen Centre,Newcastle,Adamstown Senior Citizen Centre,"153A Brunker Road, (accessible parking Narara Road), Adamstown 2289",-32.9310420,151.7283950,NSW,Full,
,Hamilton South Community Hall,Newcastle,Hamilton South Community Hall,"Fowler Street, Hamilton South 2303",-32.9353370,151.7391560,NSW,Assisted,No designated accessible parking spot; Building has lips and/or steps
,Merewether Heights Public School,Newcastle,Merewether Heights Public School,"Cedar Crescent, Merewether Heights 2291",-32.9474110,151.7370910,NSW,None,
,St Augustine's Anglican Church,Newcastle,St Augustine's Anglican Church,"37 Winsor Street, Merewether 2291",-32.9418140,151.7509200,NSW,Assisted,No accessible toilet; No designated accessible parking spot; Building has lips and/or steps; Access ramp does not meet standards
,St Columba's Parish Hall Adamstown,Newcastle,St Columba's Parish Hall Adamstown,"Lockyer Street, Adamstown 2289",-32.9370590,151.7262870,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,St Thereses Primary School New Lambton,Newcastle,St Thereses Primary School New Lambton,"Royal Street, New Lambton 2305",-32.9254921,151.7167168,NSW,Assisted,No designated accessible parking spot
,All Saints Parish House New Lambton,Newcastle,All Saints Parish House New Lambton,"Cromwell Street, New Lambton 2305",-32.9266380,151.7135750,NSW,Assisted,Access ramp does not meet standards; No designated accessible parking spot
,Callaghan College - Jesmond Senior Campus,Newcastle,Callaghan College - Jesmond Senior Campus,"Janet Street, Jesmond 2299",-32.9002670,151.6955730,NSW,Assisted,Path of travel from car park may be difficult
,Callaghan College Wallsend Campus,Newcastle,Callaghan College Wallsend Campus,"Macquarie Street, Wallsend 2287",-32.8924770,151.6680050,NSW,Assisted,No accessible toilet; Path of travel from car park may be difficult; Access ramp does not meet standards
,Hamilton North Public School,Newcastle,Hamilton North Public School,"Jackson Street, Hamilton North 2292",-32.9177630,151.7339430,NSW,Assisted,Building has lips and/or steps; No accessible toilet
,Hunter Multicultural Communities Waratah,Newcastle,Hunter Multicultural Communities Waratah,"2a Platt Street, (parking via Harris Street), Waratah 2298",-32.9032980,151.7306870,NSW,None,
,Jesmond Neighbourhood Centre,Newcastle,Jesmond Neighbourhood Centre,"44 Mordue Parade, Jesmond 2299",-32.9013230,151.6885510,NSW,Full,
,Lambton High School,Newcastle,Lambton High School,"Young Road, Lambton 2299",-32.9177620,151.7229120,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; No accessible toilet
,Lambton Public School,Newcastle,Lambton Public School,"20 Croudace Street, Lambton 2299",-32.9118910,151.7045020,NSW,Assisted,Path of travel from car park may be difficult; No designated accessible parking spot
,Our Lady of Victories Primary School Shortland,Newcastle,Our Lady of Victories Primary School Shortland,"256 Sandgate Road, Shortland 2307",-32.8889584,151.6944036,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Shortland Public School,Newcastle,Shortland Public School,"Sandgate Road, Shortland 2307",-32.8811990,151.6957690,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps; Access ramp does not meet standards
,Wallsend Public School,Newcastle,Wallsend Public School,"Metcalfe Street, Wallsend 2287",-32.9079610,151.6718984,NSW,Full,
,Waratah Public School,Newcastle,Waratah Public School,"Lambton Road, Waratah 2298",-32.9056990,151.7222850,NSW,Full,
,Waratah West Public School,Newcastle,Waratah West Public School,"Leonora Parade, Waratah West 2298",-32.8991430,151.7158260,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Access ramp does not meet standards
,Beresfield Public School,Newcastle,Beresfield Public School,"Anderson Drive, Beresfield 2322",-32.8037930,151.6538970,NSW,Full,
,Fletcher Community Centre,Newcastle,Fletcher Community Centre,"55 Kurraka Drive, Fletcher 2287",-32.8677800,151.6416150,NSW,Full,
,Glendore Public School,Newcastle,Glendore Public School,"295 Maryland Drive, Maryland 2287",-32.8742940,151.6504280,NSW,Assisted,Path of travel from car park may be difficult
,Maryland Public School,Newcastle,Maryland Public School,"John T Bell Drive, Maryland 2287",-32.8821180,151.6587250,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Building has lips and/or steps; Path of travel from car park may be difficult; Access ramp does not meet standards
,Minmi Progress Hall,Newcastle,Minmi Progress Hall,"100 Woodford Street, Minmi 2287",-32.8793570,151.6163040,NSW,Assisted,Building has lips and/or steps; No designated accessible parking spot; Path of travel from car park may be difficult
,St Patricks Parish Hall,Newcastle,St Patricks Parish Hall,"Neilson Street, Wallsend 2287",-32.9002920,151.6638690,NSW,Assisted,Path of travel from car park may be difficult; Access ramp does not meet standards
,Tarro Community Hall,Newcastle,Tarro Community Hall,"2A Northern Avenue, Tarro 2322",-32.8101134,151.6627167,NSW,Assisted,Access ramp does not meet standards; No designated accessible parking spot; Building has lips and/or steps; Path of travel from car park may be difficult
,Anzac Park Public School,North Sydney,Anzac Park Public School,"2 Anzac Avenue, Cammeray 2062",-33.8266200,151.2106705,NSW,Full,
,Cammeraygal High School,North Sydney,Cammeraygal High School,"192 Pacific Highway, Crows Nest 2065",-33.8317620,151.2034060,NSW,Full,
,Forsyth Park Community Centre,North Sydney,Forsyth Park Community Centre,"Forsyth Park (Off Montpelier Street), Neutral Bay 2089",-33.8331460,151.2159880,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps; No accessible toilet
